study	name	time	time_end	time_unit	route	application	measurement_type	form	substance	value	unit	comments
Beermann1979	HCTZ50	0	NA	hr	oral	single dose	dosing	tablet	hydrochlorothiazide	50	mg	NA
Beermann1979	HCTZ75	0	NA	hr	oral	single dose	dosing	tablet	hydrochlorothiazide	75	mg	NA
