study	name	group_count	parent	measurement_type	count	substance	choice	mean	median	sd	se	min	max	unit	comments
Beermann1979	all	15.0	NA	species	15.0	NA	homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA
Beermann1979	all	15.0	NA	sex	15.0	NA	NR	NA	NA	NA	NA	NA	NA	NA	NA
Beermann1979	all	15.0	NA	overnight fast	15.0	NA	Y	NA	NA	NA	NA	NA	NA	NA	NA
Beermann1979	patients	7.0	all	species	7.0	NA	homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA
Beermann1979	patients	7.0	all	sex	7.0	NA	NR	NA	NA	NA	NA	NA	NA	NA	NA
Beermann1979	patients	7.0	all	age	7.0	NA	NA	NA	NA	NA	NA	56.0	84.0	yr	NA
Beermann1979	patients	7.0	all	healthy	7.0	NA	N	NA	NA	NA	NA	NA	NA	NA	congestive heart failure
Beermann1979	patients	7.0	all	medication	7.0	NA	Y	NA	NA	NA	NA	NA	NA	NA	digitalis, frusemide changed to ethacrynic acid
Beermann1979	patients	7.0	all	disease	7.0	NA	congestive heart failure	NA	NA	NA	NA	NA	NA	NA	NA
Beermann1979	patients	7.0	all	overnight fast	7.0	NA	Y	NA	NA	NA	NA	NA	NA	NA	NA
Beermann1979	control	8.0	all	species	8.0	NA	homo sapiens	NA	NA	NA	NA	NA	NA	NA	controls from Beermann1977a
Beermann1979	control	8.0	all	sex	8.0	NA	MF	NA	NA	NA	NA	NA	NA	NA	controls from Beermann1977a
Beermann1979	control	8.0	all	age	8.0	NA	NA	NA	NA	NA	NA	18.0	32.0	yr	controls from Beermann1977a
Beermann1979	control	8.0	all	healthy	8.0	NA	Y	NA	NA	NA	NA	NA	NA	NA	controls from Beermann1977a
Beermann1979	control	8.0	all	overnight fast	8.0	NA	Y	NA	NA	NA	NA	NA	NA	NA	controls from Beermann1977a
