study	individual	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	value	mean	mean_pm	sd	se	unit	comments
Hsiao2015	NA	all	27.0	HCTZ25	concentration	hydrochlorothiazide	plasma	LC MS/MS	hctz25	0.0	hr	NA	10.1233193353583	14.9393084919703	25.024613723858312	4.815989156612	ng/ml	NA
Hsiao2015	NA	all	27.0	HCTZ25	concentration	hydrochlorothiazide	plasma	LC MS/MS	hctz25	0.5	hr	NA	60.1620457213394	67.8080865534726	39.72999359400277	7.6460408321332025	ng/ml	NA
Hsiao2015	NA	all	27.0	HCTZ25	concentration	hydrochlorothiazide	plasma	LC MS/MS	hctz25	1.0	hr	NA	153.143493362055	165.327782551342	63.31142378987187	12.184289189287	ng/ml	NA
Hsiao2015	NA	all	27.0	HCTZ25	concentration	hydrochlorothiazide	plasma	LC MS/MS	hctz25	1.5	hr	NA	182.827268216528	195.056939889387	63.54723809183288	12.229671672858984	ng/ml	NA
Hsiao2015	NA	all	27.0	HCTZ25	concentration	hydrochlorothiazide	plasma	LC MS/MS	hctz25	2.0	hr	NA	169.57013711561	177.225254444457	39.77715645439178	7.655117328846984	ng/ml	NA
Hsiao2015	NA	all	27.0	HCTZ25	concentration	hydrochlorothiazide	plasma	LC MS/MS	hctz25	3.0	hr	NA	149.834202660018	157.926807130495	42.05040632527558	8.092604470477	ng/ml	NA
Hsiao2015	NA	all	27.0	HCTZ25	concentration	hydrochlorothiazide	plasma	LC MS/MS	hctz25	4.0	hr	NA	128.161343805593	135.645822996212	38.89049467903228	7.484479190618998	ng/ml	NA
Hsiao2015	NA	all	27.0	HCTZ25	concentration	hydrochlorothiazide	plasma	LC MS/MS	hctz25	6.0	hr	NA	76.9535646428096	81.0289116675339	21.17612431589148	4.075347024724309	ng/ml	NA
Hsiao2015	NA	all	27.0	HCTZ25	concentration	hydrochlorothiazide	plasma	LC MS/MS	hctz25	8.0	hr	NA	55.1990173179557	58.3975747600779	16.620192002049603	3.198557442122201	ng/ml	NA
Hsiao2015	NA	all	27.0	HCTZ25	concentration	hydrochlorothiazide	plasma	LC MS/MS	hctz25	12.0	hr	NA	35.8969394053079	37.7757742251697	9.762712101090475	1.878834819861801	ng/ml	NA
Hsiao2015	NA	all	27.0	HCTZ25	concentration	hydrochlorothiazide	plasma	LC MS/MS	hctz25	24.0	hr	NA	17.3591025160048	18.4845881085791	5.848194688576359	1.1254855925743001	ng/ml	NA
Hsiao2015	NA	all	27.0	HCTZ25, LCZ696	concentration	hydrochlorothiazide	plasma	LC MS/MS	hctz25_kombi	0.0	hr	NA	14.1964792731402	9.54003407155025	24.19559901544229	4.65644520158995	ng/ml	NA
Hsiao2015	NA	all	27.0	HCTZ25, LCZ696	concentration	hydrochlorothiazide	plasma	LC MS/MS	hctz25_kombi	0.5	hr	NA	46.3373083475298	43.2708688245315	15.933687156510993	3.0664395229983015	ng/ml	NA
Hsiao2015	NA	all	27.0	HCTZ25, LCZ696	concentration	hydrochlorothiazide	plasma	LC MS/MS	hctz25_kombi	1.0	hr	NA	107.438955139125	100.056785917092	38.3588764878971	7.382169222032999	ng/ml	NA
Hsiao2015	NA	all	27.0	HCTZ25, LCZ696	concentration	hydrochlorothiazide	plasma	LC MS/MS	hctz25_kombi	1.5	hr	NA	132.992617830777	124.929017603634	41.89969585600684	8.063600227142999	ng/ml	NA
Hsiao2015	NA	all	27.0	HCTZ25, LCZ696	concentration	hydrochlorothiazide	plasma	LC MS/MS	hctz25_kombi	2.0	hr	NA	134.355479840999	126.291879613855	41.89969585601209	8.063600227144008	ng/ml	NA
Hsiao2015	NA	all	27.0	HCTZ25, LCZ696	concentration	hydrochlorothiazide	plasma	LC MS/MS	hctz25_kombi	3.0	hr	NA	127.200454287336	120.499716070414	34.818057119782196	6.700738216922005	ng/ml	NA
Hsiao2015	NA	all	27.0	HCTZ25, LCZ696	concentration	hydrochlorothiazide	plasma	LC MS/MS	hctz25_kombi	4.0	hr	NA	109.483248154457	102.66893810335	35.408193681133795	6.814310051107	ng/ml	NA
Hsiao2015	NA	all	27.0	HCTZ25, LCZ696	concentration	hydrochlorothiazide	plasma	LC MS/MS	hctz25_kombi	6.0	hr	NA	68.4838160136286	64.3952299829642	21.244916208681325	4.088586030664402	ng/ml	NA
Hsiao2015	NA	all	27.0	HCTZ25, LCZ696	concentration	hydrochlorothiazide	plasma	LC MS/MS	hctz25_kombi	8.0	hr	NA	49.9716070414537	46.9051675184554	15.933687156510993	3.0664395229983015	ng/ml	NA
Hsiao2015	NA	all	27.0	HCTZ25, LCZ696	concentration	hydrochlorothiazide	plasma	LC MS/MS	hctz25_kombi	12.0	hr	NA	31.4593980692787	29.1879613855763	11.80273122704493	2.2714366837023974	ng/ml	NA
Hsiao2015	NA	all	27.0	HCTZ25, LCZ696	concentration	hydrochlorothiazide	plasma	LC MS/MS	hctz25_kombi	24.0	hr	NA	15.900056785917	14.3100511073253	8.261911858931564	1.5900056785916998	ng/ml	NA
