study	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	value	mean	mean_pm	sd	se	unit	comments
Hunninghake1986	definitive	6.0	HCTZ75	concentration	hydrochlorothiazide	plasma	HPLC	hctz75	0.5	hr	NA	23.5618255182007	46.7747997615283	56.8599423085211	23.2129742433276	ng/ml	unit possibly false; µg/ml → ng/ml; likely SE, not SD
Hunninghake1986	definitive	6.0	HCTZ75	concentration	hydrochlorothiazide	plasma	HPLC	hctz75	0.75	hr	NA	62.2264271581257	92.2663020468821	73.5823654144988	30.0398748887564	ng/ml	unit possibly false; µg/ml → ng/ml; likely SE, not SD
Hunninghake1986	definitive	6.0	HCTZ75	concentration	hydrochlorothiazide	plasma	HPLC	hctz75	1.0	hr	NA	147.77361604327	NA	NA	NA	ng/ml	unit possibly false; µg/ml → ng/ml; likely SE, not SD
Hunninghake1986	definitive	6.0	HCTZ75	concentration	hydrochlorothiazide	plasma	HPLC	hctz75	1.5	hr	NA	268.801031649342	309.760923473046	100.330834887671	40.959891823704	ng/ml	unit possibly false; µg/ml → ng/ml; likely SE, not SD
Hunninghake1986	definitive	6.0	HCTZ75	concentration	hydrochlorothiazide	plasma	HPLC	hctz75	2.0	hr	NA	323.37238739556	345.218469460932	53.5117539391283	21.846082065372	ng/ml	unit possibly false; µg/ml → ng/ml; likely SE, not SD
Hunninghake1986	definitive	6.0	HCTZ75	concentration	hydrochlorothiazide	plasma	HPLC	hctz75	3.0	hr	NA	399.296897275719	424.785505067523	62.4340833438473	25.488607791804	ng/ml	unit possibly false; µg/ml → ng/ml; likely SE, not SD
Hunninghake1986	definitive	6.0	HCTZ75	concentration	hydrochlorothiazide	plasma	HPLC	hctz75	4.0	hr	NA	342.321383827125	365.534358070452	56.8599423085197	23.212974243327	ng/ml	unit possibly false; µg/ml → ng/ml; likely SE, not SD
Hunninghake1986	definitive	6.0	HCTZ75	concentration	hydrochlorothiazide	plasma	HPLC	hctz75	5.0	hr	NA	243.924803649653	252.573723182733	21.1854396824365	8.64891953308	ng/ml	unit possibly false; µg/ml → ng/ml; likely SE, not SD
Hunninghake1986	definitive	6.0	HCTZ75	concentration	hydrochlorothiazide	plasma	HPLC	hctz75	6.0	hr	NA	185.588446218581	192.870473573705	17.8372513130428	7.282027355124	ng/ml	unit possibly false; µg/ml → ng/ml; likely SE, not SD
Hunninghake1986	definitive	6.0	HCTZ75	concentration	hydrochlorothiazide	plasma	HPLC	hctz75	8.0	hr	NA	108.960833614142	115.334119598745	15.6112986471088	6.373285984603	ng/ml	unit possibly false; µg/ml → ng/ml; likely SE, not SD
Hunninghake1986	definitive	6.0	HCTZ75	concentration	hydrochlorothiazide	plasma	HPLC	hctz75	12.0	hr	NA	62.663409281388	68.1249297977311	13.3779384847823	5.4615205163431	ng/ml	unit possibly false; µg/ml → ng/ml; likely SE, not SD
Hunninghake1986	definitive	6.0	HCTZ75	concentration	hydrochlorothiazide	plasma	HPLC	hctz75	18.0	hr	NA	28.8161953394334	33.3674624363859	11.1482820706517	4.5512670969525	ng/ml	unit possibly false; µg/ml → ng/ml; likely SE, not SD
Hunninghake1986	definitive	6.0	HCTZ75	concentration	hydrochlorothiazide	plasma	HPLC	hctz75	24.0	hr	NA	5.43991981820858	9.53757225433526	10.0371576117828	4.09765243612668	ng/ml	unit possibly false; µg/ml → ng/ml; likely SE, not SD
Hunninghake1986	definitive	6.0	CHOL_multi	concentration	hydrochlorothiazide	plasma	HPLC	hctz75_chol_multi	0.75	hr	NA	21.7186379463784	0.326170541831913	52.4006294802601	21.3924674045465	ng/ml	unit possibly false; µg/ml → ng/ml; likely SE, not SD
Hunninghake1986	definitive	6.0	CHOL_multi	concentration	hydrochlorothiazide	plasma	HPLC	hctz75_chol_multi	1.0	hr	NA	37.6299281992793	8.04669206908772	72.463833459237	29.5832361301916	ng/ml	unit possibly false; µg/ml → ng/ml; likely SE, not SD
Hunninghake1986	definitive	6.0	CHOL_multi	concentration	hydrochlorothiazide	plasma	HPLC	hctz75_chol_multi	1.5	hr	NA	100.854739625184	66.7172123003015	83.6195230262801	34.1375273248825	ng/ml	unit possibly false; µg/ml → ng/ml; likely SE, not SD
Hunninghake1986	definitive	6.0	CHOL_multi	concentration	hydrochlorothiazide	plasma	HPLC	hctz75_chol_multi	2.0	hr	NA	173.174525000648	137.676153693287	86.9528964028894	35.498371307361	ng/ml	unit possibly false; µg/ml → ng/ml; likely SE, not SD
Hunninghake1986	definitive	6.0	CHOL_multi	concentration	hydrochlorothiazide	plasma	HPLC	hctz75_chol_multi	3.0	hr	NA	240.909778204031	221.334793540527	47.9487241483911	19.574984663504	ng/ml	unit possibly false; µg/ml → ng/ml; likely SE, not SD
Hunninghake1986	definitive	6.0	CHOL_multi	concentration	hydrochlorothiazide	plasma	HPLC	hctz75_chol_multi	4.0	hr	NA	273.142123953446	254.480416807071	45.7116602378691	18.661707146375	ng/ml	unit possibly false; µg/ml → ng/ml; likely SE, not SD
Hunninghake1986	definitive	6.0	CHOL_multi	concentration	hydrochlorothiazide	plasma	HPLC	hctz75_chol_multi	5.0	hr	NA	243.926315698523	226.631500730103	42.3634718684778	17.29481496842	ng/ml	unit possibly false; µg/ml → ng/ml; likely SE, not SD
Hunninghake1986	definitive	6.0	CHOL_multi	concentration	hydrochlorothiazide	plasma	HPLC	hctz75_chol_multi	6.0	hr	NA	171.481030266898	151.001840379481	50.1635655697369	20.479189887417	ng/ml	unit possibly false; µg/ml → ng/ml; likely SE, not SD
Hunninghake1986	definitive	6.0	CHOL_multi	concentration	hydrochlorothiazide	plasma	HPLC	hctz75_chol_multi	8.0	hr	NA	86.2044981293796	62.5379092252262	57.9710667673899	23.6665889041534	ng/ml	unit possibly false; µg/ml → ng/ml; likely SE, not SD
Hunninghake1986	definitive	6.0	CHOL_multi	concentration	hydrochlorothiazide	plasma	HPLC	hctz75_chol_multi	12.0	hr	NA	44.910443505534	31.2566422146763	33.4448462119556	13.6538012908577	ng/ml	unit possibly false; µg/ml → ng/ml; likely SE, not SD
Hunninghake1986	definitive	6.0	CHOL_multi	concentration	hydrochlorothiazide	plasma	HPLC	hctz75_chol_multi	18.0	hr	NA	8.79062011284213	3.78422630619422	12.2631102777173	5.00639380664791	ng/ml	unit possibly false; µg/ml → ng/ml; likely SE, not SD
Hunninghake1986	definitive	6.0	CHOL_single_4	concentration	hydrochlorothiazide	plasma	HPLC	hctz75_chol_single_4	0.5	hr	NA	9.9080242273431	20.375938550334	25.6410487624993	10.4679143229909	ng/ml	unit possibly false; µg/ml → ng/ml; likely SE, not SD
Hunninghake1986	definitive	6.0	CHOL_single_4	concentration	hydrochlorothiazide	plasma	HPLC	hctz75_chol_single_4	0.75	hr	NA	62.2264271581257	29.4573040600672	80.2676309086936	32.7691230980585	ng/ml	unit possibly false; µg/ml → ng/ml; likely SE, not SD
Hunninghake1986	definitive	6.0	CHOL_single_4	concentration	hydrochlorothiazide	plasma	HPLC	hctz75_chol_single_4	1.0	hr	NA	195.106793851577	236.069709773019	100.338242384062	40.962915921442	ng/ml	unit possibly false; µg/ml → ng/ml; likely SE, not SD
Hunninghake1986	definitive	6.0	CHOL_single_4	concentration	hydrochlorothiazide	plasma	HPLC	hctz75_chol_single_4	1.5	hr	NA	258.786731987177	219.642810855646	95.8826333039989	39.143921131531	ng/ml	unit possibly false; µg/ml → ng/ml; likely SE, not SD
Hunninghake1986	definitive	6.0	CHOL_single_4	concentration	hydrochlorothiazide	plasma	HPLC	hctz75_chol_single_4	2.0	hr	NA	311.539092943483	294.241253877325	42.3708793648682	17.297839066158	ng/ml	unit possibly false; µg/ml → ng/ml; likely SE, not SD
Hunninghake1986	definitive	6.0	CHOL_single_4	concentration	hydrochlorothiazide	plasma	HPLC	hctz75_chol_single_4	3.0	hr	NA	389.739236372119	371.532655935439	44.5968320308046	18.20658043668	ng/ml	unit possibly false; µg/ml → ng/ml; likely SE, not SD
Hunninghake1986	definitive	6.0	CHOL_single_4	concentration	hydrochlorothiazide	plasma	HPLC	hctz75_chol_single_4	4.0	hr	NA	311.372767567847	299.084346406075	30.1003615907603	12.288421161772	ng/ml	unit possibly false; µg/ml → ng/ml; likely SE, not SD
Hunninghake1986	definitive	6.0	CHOL_single_4	concentration	hydrochlorothiazide	plasma	HPLC	hctz75_chol_single_4	5.0	hr	NA	230.272514407665	NA	NA	NA	ng/ml	unit possibly false; µg/ml → ng/ml; likely SE, not SD
Hunninghake1986	definitive	6.0	CHOL_single_4	concentration	hydrochlorothiazide	plasma	HPLC	hctz75_chol_single_4	6.0	hr	NA	167.378841684163	153.26840163474	34.5633781672186	14.110440049423	ng/ml	unit possibly false; µg/ml → ng/ml; likely SE, not SD
Hunninghake1986	definitive	6.0	CHOL_single_4	concentration	hydrochlorothiazide	plasma	HPLC	hctz75_chol_single_4	8.0	hr	NA	95.7636710818494	89.3918971461157	15.6075948989129	6.3717739357337	ng/ml	unit possibly false; µg/ml → ng/ml; likely SE, not SD
Hunninghake1986	definitive	6.0	CHOL_single_4	concentration	hydrochlorothiazide	plasma	HPLC	hctz75_chol_single_4	12.0	hr	NA	52.1939829095276	32.1668956340668	49.0561448590647	20.0270872754608	ng/ml	unit possibly false; µg/ml → ng/ml; likely SE, not SD
Hunninghake1986	definitive	6.0	CHOL_single_4	concentration	hydrochlorothiazide	plasma	HPLC	hctz75_chol_single_4	18.0	hr	NA	21.5341679843092	15.6175207582709	14.4927666918474	5.9166472260383	ng/ml	unit possibly false; µg/ml → ng/ml; likely SE, not SD
Hunninghake1986	definitive	6.0	CHOL_single_4	concentration	hydrochlorothiazide	plasma	HPLC	hctz75_chol_single_4	24.0	hr	NA	3.16277422086284	0.885628623517163	5.57784478352211	2.27714559734568	ng/ml	unit possibly false; µg/ml → ng/ml; likely SE, not SD
