study	name	time	time_end	time_unit	route	application	measurement_type	form	substance	value	unit	comments
Ripley2000	HCTZ25	0	NA	hr	oral	single dose	dosing	tablet	hydrochlorothiazide	25	mg	NA
Ripley2000	Baseline	0	NA	hr	oral	single dose	dosing	tablet	hydrochlorothiazide	0	mg	NA
Ripley2000	Diet	0	NA	hr	oral	single dose	dosing	tablet	hydrochlorothiazide	0	mg	NA
