study	name	group_count	parent	measurement_type	count	substance	choice	mean	median	sd	se	min	max	unit	comments
Ripley2000	all	18.0	NA	species	18.0	NA	homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA
Ripley2000	all	18.0	NA	healthy	18.0	NA	N	NA	NA	NA	NA	NA	NA	NA	NA
Ripley2000	all	18.0	NA	sex	18.0	NA	MF	NA	NA	NA	NA	NA	NA	NA	NA
Ripley2000	all	18.0	NA	disease	18.0	NA	hypertension	NA	NA	NA	NA	NA	NA	NA	NA
Ripley2000	all	18.0	NA	medication	18.0	NA	N	NA	NA	NA	NA	NA	NA	NA	NA
Ripley2000	all	18.0	NA	abstinence medication	18.0	NA	NA	21.0	NA	NA	NA	NA	NA	day	NA
Ripley2000	black	9.0	all	ethnicity	9.0	NA	black	NA	NA	NA	NA	NA	NA	NA	NA
Ripley2000	black	9.0	all	sex	9.0	NA	MF	NA	NA	NA	NA	NA	NA	NA	NA
Ripley2000	men	2.0	black	sex	2.0	NA	M	NA	NA	NA	NA	NA	NA	NA	NA
Ripley2000	women	7.0	black	sex	7.0	NA	F	NA	NA	NA	NA	NA	NA	NA	NA
Ripley2000	black	9.0	all	age	9.0	NA	NA	46.0	NA	7.6	NA	NA	NA	yr	NA
Ripley2000	black	9.0	all	weight	9.0	NA	NA	92.0	NA	19.0	NA	NA	NA	kg	NA
Ripley2000	black	9.0	all	clearance	9.0	inulin	NA	84.0	NA	17.0	NA	NA	NA	ml/min	NA
Ripley2000	black	9.0	all	renin activity	9.0	NA	NA	0.96	NA	0.73	NA	NA	NA	ng/ml/hr	NA
Ripley2000	black	9.0	all	concentration	9.0	aldosterone	NA	0.089	NA	0.05	NA	NA	NA	ng/ml	NA
Ripley2000	white	9.0	all	ethnicity	9.0	NA	caucasian	NA	NA	NA	NA	NA	NA	NA	NA
Ripley2000	white	9.0	all	sex	9.0	NA	MF	NA	NA	NA	NA	NA	NA	NA	NA
Ripley2000	men	2.0	white	sex	2.0	NA	M	NA	NA	NA	NA	NA	NA	NA	NA
Ripley2000	women	7.0	white	sex	7.0	NA	F	NA	NA	NA	NA	NA	NA	NA	NA
Ripley2000	white	9.0	all	age	9.0	NA	NA	42.0	NA	5.4	NA	NA	NA	yr	NA
Ripley2000	white	9.0	all	weight	9.0	NA	NA	88.0	NA	18.0	NA	NA	NA	kg	NA
Ripley2000	white	9.0	all	clearance	9.0	inulin	NA	87.0	NA	12.0	NA	NA	NA	ml/min	NA
Ripley2000	white	9.0	all	renin activity	9.0	NA	NA	1.5	NA	0.9	NA	NA	NA	ng/ml/hr	NA
Ripley2000	white	9.0	all	concentration	9.0	aldosterone	NA	0.119	NA	0.053	NA	NA	NA	ng/ml	NA
