study	individual	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	value	mean	mean_pm	sd	se	unit	comments
Anderson1961	1.0	control	1.0	HCTZpo	cmax	C14-hydrochlorothiazide	plasma	scintillation counting	cmax_HCTZpo_1	2.0	hr	500.0	NA	NA	NA	NA	ng/ml	NA
Anderson1961	2.0	control	1.0	HCTZiv	cmax	C14-hydrochlorothiazide	plasma	scintillation counting	cmax_HCTZiv_2	1.5	hr	1200.0	NA	NA	NA	NA	ng/ml	NA
Anderson1961	3.0	control	1.0	HCTZpo	cmax	C14-hydrochlorothiazide	plasma	scintillation counting	cmax_HCTZpo_3	4.0	hr	300.0	NA	NA	NA	NA	ng/ml	NA
Anderson1961	4.0	control	1.0	HCTZpo	cmax	C14-hydrochlorothiazide	plasma	scintillation counting	cmax_HCTZpo_4	6.0	hr	400.0	NA	NA	NA	NA	ng/ml	NA
Anderson1961	5.0	control	1.0	HCTZpo	cmax	C14-hydrochlorothiazide	plasma	scintillation counting	cmax_HCTZpo_5	4.0	hr	2000.0	NA	NA	NA	NA	ng/ml	NA
Anderson1961	6.0	cardiac impairment	1.0	HCTZpo	cmax	C14-hydrochlorothiazide	plasma	scintillation counting	cmax_HCTZpo_6	4.0	hr	500.0	NA	NA	NA	NA	ng/ml	NA
Anderson1961	7.0	cardiac impairment	1.0	HCTZpo	cmax	C14-hydrochlorothiazide	plasma	scintillation counting	cmax_HCTZpo_7	4.5	hr	700.0	NA	NA	NA	NA	ng/ml	NA
Anderson1961	8.0	cardiac impairment	1.0	HCTZpo	cmax	C14-hydrochlorothiazide	plasma	scintillation counting	cmax_HCTZpo_8	4.0	hr	200.0	NA	NA	NA	NA	ng/ml	NA
Anderson1961	8.0	cardiac impairment	1.0	HCTZiv	cmax	C14-hydrochlorothiazide	plasma	scintillation counting	cmax_HCTZiv_8A	1.0	hr	1200.0	NA	NA	NA	NA	ng/ml	NA
Anderson1961	8.0	cardiac impairment	1.0	HCTZiv	cmax	C14-hydrochlorothiazide	plasma	scintillation counting	cmax_HCTZiv_8B	1.0	hr	1200.0	NA	NA	NA	NA	ng/ml	NA
Anderson1961	9.0	renal impairment	1.0	HCTZpo	cmax	C14-hydrochlorothiazide	plasma	scintillation counting	cmax_HCTZpo_9	6.0	hr	1300.0	NA	NA	NA	NA	ng/ml	NA
Anderson1961	10.0	renal impairment	1.0	HCTZiv	cmax	C14-hydrochlorothiazide	plasma	scintillation counting	cmax_HCTZiv_10	0.8	hr	1000.0	NA	NA	NA	NA	ng/ml	NA
Anderson1961	11.0	renal impairment	1.0	HCTZiv	cmax	C14-hydrochlorothiazide	plasma	scintillation counting	cmax_HCTZiv_11	2.0	hr	1400.0	NA	NA	NA	NA	ng/ml	NA
Anderson1961	12.0	hepatic impairment	1.0	HCTZpo	cmax	C14-hydrochlorothiazide	plasma	scintillation counting	cmax_HCTZpo_12	4.0	hr	400.0	NA	NA	NA	NA	ng/ml	NA
Anderson1961	12.0	hepatic impairment	1.0	HCTZiv	cmax	C14-hydrochlorothiazide	plasma	scintillation counting	cmax_HCTZiv_12	1.0	hr	1500.0	NA	NA	NA	NA	ng/ml	NA
Anderson1961	13.0	hepatic impairment	1.0	HCTZiv	cmax	C14-hydrochlorothiazide	plasma	scintillation counting	cmax_HCTZiv_13A	1.3	hr	1500.0	NA	NA	NA	NA	ng/ml	NA
Anderson1961	13.0	hepatic impairment	1.0	HCTZiv	cmax	C14-hydrochlorothiazide	plasma	scintillation counting	cmax_HCTZiv_13B	0.8	hr	1900.0	NA	NA	NA	NA	ng/ml	NA
Anderson1961	14.0	hepatic impairment	1.0	HCTZiv	cmax	C14-hydrochlorothiazide	plasma	scintillation counting	cmax_HCTZiv_14	6.0	hr	1400.0	NA	NA	NA	NA	ng/ml	NA
Anderson1961	15.0	hepatic impairment	1.0	HCTZiv	cmax	C14-hydrochlorothiazide	plasma	scintillation counting	cmax_HCTZiv_15	2.0	hr	1000.0	NA	NA	NA	NA	ng/ml	NA
Anderson1961	1.0	control	1.0	HCTZpo	urinary volume rate	NA	urine	NR	urineflow_HCTZpo_1	5.0	hr	184.0	NA	NA	NA	NA	ml/hr	NA
Anderson1961	2.0	control	1.0	HCTZiv	urinary volume rate	NA	urine	NR	urineflow_HCTZiv_2	1.0	hr	245.0	NA	NA	NA	NA	ml/hr	NA
Anderson1961	3.0	control	1.0	HCTZpo	urinary volume rate	NA	urine	NR	urineflow_HCTZpo_3	6.0	hr	150.0	NA	NA	NA	NA	ml/hr	NA
Anderson1961	4.0	control	1.0	HCTZpo	urinary volume rate	NA	urine	NR	urineflow_HCTZpo_4	5.0	hr	242.0	NA	NA	NA	NA	ml/hr	NA
Anderson1961	5.0	control	1.0	HCTZpo	urinary volume rate	NA	urine	NR	urineflow_HCTZpo_5	2.0	hr	100.0	NA	NA	NA	NA	ml/hr	NA
Anderson1961	6.0	cardiac impairment	1.0	HCTZpo	urinary volume rate	NA	urine	NR	urineflow_HCTZpo_6	7.0	hr	148.0	NA	NA	NA	NA	ml/hr	NA
Anderson1961	7.0	cardiac impairment	1.0	HCTZpo	urinary volume rate	NA	urine	NR	urineflow_HCTZpo_7	2.0	hr	115.0	NA	NA	NA	NA	ml/hr	NA
Anderson1961	8.0	cardiac impairment	1.0	HCTZpo	urinary volume rate	NA	urine	NR	urineflow_HCTZpo_8	5.0	hr	87.0	NA	NA	NA	NA	ml/hr	NA
Anderson1961	8.0	cardiac impairment	1.0	HCTZiv	urinary volume rate	NA	urine	NR	urineflow_HCTZiv_8A	2.0	hr	100.0	NA	NA	NA	NA	ml/hr	NA
Anderson1961	8.0	cardiac impairment	1.0	HCTZiv	urinary volume rate	NA	urine	NR	urineflow_HCTZiv_8B	2.0	hr	88.0	NA	NA	NA	NA	ml/hr	NA
Anderson1961	9.0	renal impairment	1.0	HCTZpo	urinary volume rate	NA	urine	NR	urineflow_HCTZpo_9	3.0	hr	144.0	NA	NA	NA	NA	ml/hr	NA
Anderson1961	10.0	renal impairment	1.0	HCTZiv	urinary volume rate	NA	urine	NR	urineflow_HCTZiv_10	5.0	hr	123.0	NA	NA	NA	NA	ml/hr	NA
Anderson1961	11.0	renal impairment	1.0	HCTZiv	urinary volume rate	NA	urine	NR	urineflow_HCTZiv_11	1.0	hr	161.0	NA	NA	NA	NA	ml/hr	NA
Anderson1961	12.0	hepatic impairment	1.0	HCTZpo	urinary volume rate	NA	urine	NR	urineflow_HCTZpo_12	2.0	hr	17.0	NA	NA	NA	NA	ml/hr	NA
Anderson1961	12.0	hepatic impairment	1.0	HCTZiv	urinary volume rate	NA	urine	NR	urineflow_HCTZiv_12	1.0	hr	29.0	NA	NA	NA	NA	ml/hr	NA
Anderson1961	13.0	hepatic impairment	1.0	HCTZiv	urinary volume rate	NA	urine	NR	urineflow_HCTZiv_13A	8.0	hr	198.0	NA	NA	NA	NA	ml/hr	NA
Anderson1961	13.0	hepatic impairment	1.0	HCTZiv	urinary volume rate	NA	urine	NR	urineflow_HCTZiv_13B	6.0	hr	150.0	NA	NA	NA	NA	ml/hr	NA
Anderson1961	14.0	hepatic impairment	1.0	HCTZiv	urinary volume rate	NA	urine	NR	urineflow_HCTZiv_14	6.0	hr	30.0	NA	NA	NA	NA	ml/hr	NA
Anderson1961	15.0	hepatic impairment	1.0	HCTZiv	urinary volume rate	NA	urine	NR	urineflow_HCTZiv_15	8.0	hr	170.0	NA	NA	NA	NA	ml/hr	NA
Anderson1961	1.0	control	1.0	HCTZpo	cmax	C14-hydrochlorothiazide	plasma	scintillation counting	cmax_HCTZpo_1	0.0	hr	0.0	NA	NA	NA	NA	ng/ml	NA
Anderson1961	2.0	control	1.0	HCTZiv	cmax	C14-hydrochlorothiazide	plasma	scintillation counting	cmax_HCTZiv_2	0.0	hr	0.0	NA	NA	NA	NA	ng/ml	NA
Anderson1961	3.0	control	1.0	HCTZpo	cmax	C14-hydrochlorothiazide	plasma	scintillation counting	cmax_HCTZpo_3	0.0	hr	0.0	NA	NA	NA	NA	ng/ml	NA
Anderson1961	4.0	control	1.0	HCTZpo	cmax	C14-hydrochlorothiazide	plasma	scintillation counting	cmax_HCTZpo_4	0.0	hr	0.0	NA	NA	NA	NA	ng/ml	NA
Anderson1961	5.0	control	1.0	HCTZpo	cmax	C14-hydrochlorothiazide	plasma	scintillation counting	cmax_HCTZpo_5	0.0	hr	0.0	NA	NA	NA	NA	ng/ml	NA
Anderson1961	6.0	cardiac impairment	1.0	HCTZpo	cmax	C14-hydrochlorothiazide	plasma	scintillation counting	cmax_HCTZpo_6	0.0	hr	0.0	NA	NA	NA	NA	ng/ml	NA
Anderson1961	7.0	cardiac impairment	1.0	HCTZpo	cmax	C14-hydrochlorothiazide	plasma	scintillation counting	cmax_HCTZpo_7	0.0	hr	0.0	NA	NA	NA	NA	ng/ml	NA
Anderson1961	8.0	cardiac impairment	1.0	HCTZpo	cmax	C14-hydrochlorothiazide	plasma	scintillation counting	cmax_HCTZpo_8	0.0	hr	0.0	NA	NA	NA	NA	ng/ml	NA
Anderson1961	8.0	cardiac impairment	1.0	HCTZiv	cmax	C14-hydrochlorothiazide	plasma	scintillation counting	cmax_HCTZiv_8A	0.0	hr	0.0	NA	NA	NA	NA	ng/ml	NA
Anderson1961	8.0	cardiac impairment	1.0	HCTZiv	cmax	C14-hydrochlorothiazide	plasma	scintillation counting	cmax_HCTZiv_8B	0.0	hr	0.0	NA	NA	NA	NA	ng/ml	NA
Anderson1961	9.0	renal impairment	1.0	HCTZpo	cmax	C14-hydrochlorothiazide	plasma	scintillation counting	cmax_HCTZpo_9	0.0	hr	0.0	NA	NA	NA	NA	ng/ml	NA
Anderson1961	10.0	renal impairment	1.0	HCTZiv	cmax	C14-hydrochlorothiazide	plasma	scintillation counting	cmax_HCTZiv_10	0.0	hr	0.0	NA	NA	NA	NA	ng/ml	NA
Anderson1961	11.0	renal impairment	1.0	HCTZiv	cmax	C14-hydrochlorothiazide	plasma	scintillation counting	cmax_HCTZiv_11	0.0	hr	0.0	NA	NA	NA	NA	ng/ml	NA
Anderson1961	12.0	hepatic impairment	1.0	HCTZpo	cmax	C14-hydrochlorothiazide	plasma	scintillation counting	cmax_HCTZpo_12	0.0	hr	0.0	NA	NA	NA	NA	ng/ml	NA
Anderson1961	12.0	hepatic impairment	1.0	HCTZiv	cmax	C14-hydrochlorothiazide	plasma	scintillation counting	cmax_HCTZiv_12	0.0	hr	0.0	NA	NA	NA	NA	ng/ml	NA
Anderson1961	13.0	hepatic impairment	1.0	HCTZiv	cmax	C14-hydrochlorothiazide	plasma	scintillation counting	cmax_HCTZiv_13A	0.0	hr	0.0	NA	NA	NA	NA	ng/ml	NA
