study	name	group_count	parent	measurement_type	count	substance	choice	mean	median	sd	se	min	max	unit	comments
Vaidyanathan2006	all	87.0	NA	species	87.0	NA	homo sapiens	NA	NA	NA	NA	NA	NA	NA	all
Vaidyanathan2006	all	87.0	NA	healthy	87.0	NA	Y	NA	NA	NA	NA	NA	NA	NA	NA
Vaidyanathan2006	all	87.0	NA	sex	87.0	NA	MF	NA	NA	NA	NA	NA	NA	NA	NA
Vaidyanathan2006	amlodipine	25.0	all	species	25.0	NA	homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA
Vaidyanathan2006	amlodipine	25.0	all	healthy	25.0	NA	Y	NA	NA	NA	NA	NA	NA	NA	NA
Vaidyanathan2006	amlodipine	25.0	all	sex	10.0	NA	M	NA	NA	NA	NA	NA	NA	NA	NA
Vaidyanathan2006	amlodipine	25.0	all	sex	15.0	NA	F	NA	NA	NA	NA	NA	NA	NA	NA
Vaidyanathan2006	amlodipine	25.0	all	ethnicity	1.0	NA	caucasian	NA	NA	NA	NA	NA	NA	NA	NA
Vaidyanathan2006	amlodipine	25.0	all	ethnicity	1.0	NA	black	NA	NA	NA	NA	NA	NA	NA	NA
Vaidyanathan2006	amlodipine	25.0	all	age	25.0	NA	NA	33.7	NA	8.2	NA	NA	NA	yr	NA
Vaidyanathan2006	amlodipine	25.0	all	weight	25.0	NA	NA	69.6	NA	9.2	NA	NA	NA	kg	NA
Vaidyanathan2006	amlodipine	25.0	all	height	25.0	NA	NA	162.0	NA	8.0	NA	NA	NA	cm	NA
Vaidyanathan2006	amlodipine	25.0	all	bmi	25.0	NA	NA	26.4	NA	2.7	NA	NA	NA	kg/m^2	NA
Vaidyanathan2006	amlodipine	25.0	all	overnight fast	25.0	NA	Y	NA	NA	NA	NA	NA	NA	NA	NA
Vaidyanathan2006	amlodipine	25.0	all	smoking	25.0	NA	N	NA	NA	NA	NA	NA	NA	NA	NA
Vaidyanathan2006	amlodipine	25.0	all	medication	25.0	NA	N	NA	NA	NA	NA	NA	NA	NA	NA
Vaidyanathan2006	amlodipine	25.0	all	alcohol	25.0	NA	N	NA	NA	NA	NA	NA	NA	NA	NA
Vaidyanathan2006	valsartan	19.0	all	species	19.0	NA	homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA
Vaidyanathan2006	valsartan	19.0	all	healthy	19.0	NA	Y	NA	NA	NA	NA	NA	NA	NA	NA
Vaidyanathan2006	valsartan	19.0	all	sex	14.0	NA	M	NA	NA	NA	NA	NA	NA	NA	NA
Vaidyanathan2006	valsartan	19.0	all	sex	5.0	NA	F	NA	NA	NA	NA	NA	NA	NA	NA
Vaidyanathan2006	valsartan	19.0	all	ethnicity	6.0	NA	caucasian	NA	NA	NA	NA	NA	NA	NA	NA
Vaidyanathan2006	valsartan	19.0	all	ethnicity	2.0	NA	black	NA	NA	NA	NA	NA	NA	NA	NA
Vaidyanathan2006	valsartan	19.0	all	age	19.0	NA	NA	31.7	NA	9.3	NA	NA	NA	yr	NA
Vaidyanathan2006	valsartan	19.0	all	weight	19.0	NA	NA	74.9	NA	9.2	NA	NA	NA	kg	NA
Vaidyanathan2006	valsartan	19.0	all	height	19.0	NA	NA	172.0	NA	8.0	NA	NA	NA	cm	NA
Vaidyanathan2006	valsartan	19.0	all	bmi	19.0	NA	NA	25.4	NA	2.8	NA	NA	NA	kg/m^2	NA
Vaidyanathan2006	valsartan	19.0	all	overnight fast	19.0	NA	Y	NA	NA	NA	NA	NA	NA	NA	NA
Vaidyanathan2006	valsartan	19.0	all	smoking	19.0	NA	N	NA	NA	NA	NA	NA	NA	NA	NA
Vaidyanathan2006	valsartan	19.0	all	medication	19.0	NA	N	NA	NA	NA	NA	NA	NA	NA	NA
Vaidyanathan2006	valsartan	19.0	all	alcohol	19.0	NA	N	NA	NA	NA	NA	NA	NA	NA	NA
Vaidyanathan2006	hctz	22.0	all	species	22.0	NA	homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA
Vaidyanathan2006	hctz	22.0	all	healthy	22.0	NA	Y	NA	NA	NA	NA	NA	NA	NA	NA
Vaidyanathan2006	hctz	22.0	all	sex	9.0	NA	M	NA	NA	NA	NA	NA	NA	NA	NA
Vaidyanathan2006	hctz	22.0	all	sex	13.0	NA	F	NA	NA	NA	NA	NA	NA	NA	NA
Vaidyanathan2006	hctz	22.0	all	ethnicity	11.0	NA	caucasian	NA	NA	NA	NA	NA	NA	NA	NA
Vaidyanathan2006	hctz	22.0	all	ethnicity	2.0	NA	black	NA	NA	NA	NA	NA	NA	NA	NA
Vaidyanathan2006	hctz	22.0	all	age	22.0	NA	NA	28.1	NA	6.8	NA	NA	NA	yr	NA
Vaidyanathan2006	hctz	22.0	all	weight	22.0	NA	NA	68.7	NA	11.0	NA	NA	NA	kg	NA
Vaidyanathan2006	hctz	22.0	all	height	22.0	NA	NA	172.0	NA	11.0	NA	NA	NA	cm	NA
Vaidyanathan2006	hctz	22.0	all	bmi	22.0	NA	NA	23.1	NA	2.5	NA	NA	NA	kg/m^2	NA
Vaidyanathan2006	hctz	22.0	all	overnight fast	22.0	NA	Y	NA	NA	NA	NA	NA	NA	NA	NA
Vaidyanathan2006	hctz	22.0	all	smoking	22.0	NA	N	NA	NA	NA	NA	NA	NA	NA	NA
Vaidyanathan2006	hctz	22.0	all	medication	22.0	NA	N	NA	NA	NA	NA	NA	NA	NA	NA
Vaidyanathan2006	hctz	22.0	all	alcohol	22.0	NA	N	NA	NA	NA	NA	NA	NA	NA	NA
Vaidyanathan2006	ramipril	21.0	all	species	21.0	NA	homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA
Vaidyanathan2006	ramipril	21.0	all	healthy	21.0	NA	Y	NA	NA	NA	NA	NA	NA	NA	NA
Vaidyanathan2006	ramipril	21.0	all	sex	14.0	NA	M	NA	NA	NA	NA	NA	NA	NA	NA
Vaidyanathan2006	ramipril	21.0	all	sex	7.0	NA	F	NA	NA	NA	NA	NA	NA	NA	NA
Vaidyanathan2006	ramipril	21.0	all	ethnicity	13.0	NA	caucasian	NA	NA	NA	NA	NA	NA	NA	NA
Vaidyanathan2006	ramipril	21.0	all	age	21.0	NA	NA	26.6	NA	7.0	NA	NA	NA	yr	NA
Vaidyanathan2006	ramipril	21.0	all	weight	21.0	NA	NA	71.2	NA	9.8	NA	NA	NA	kg	NA
Vaidyanathan2006	ramipril	21.0	all	height	21.0	NA	NA	173.0	NA	7.0	NA	NA	NA	cm	NA
Vaidyanathan2006	ramipril	21.0	all	bmi	21.0	NA	NA	23.8	NA	2.7	NA	NA	NA	kg/m^2	NA
Vaidyanathan2006	ramipril	21.0	all	overnight fast	21.0	NA	Y	NA	NA	NA	NA	NA	NA	NA	NA
Vaidyanathan2006	ramipril	21.0	all	smoking	21.0	NA	N	NA	NA	NA	NA	NA	NA	NA	NA
Vaidyanathan2006	ramipril	21.0	all	medication	21.0	NA	N	NA	NA	NA	NA	NA	NA	NA	NA
Vaidyanathan2006	ramipril	21.0	all	alcohol	21.0	NA	N	NA	NA	NA	NA	NA	NA	NA	NA
