run	success	duration	cost	gamma_hctz_nacl	E50_hctz_nacl	Emax_hctz_na	Emax_hctz_cl	k_na	k_cl	message	x	x0
4	True	24.516886234283447	95.56141826036553	3.139520154586461	0.00015768610209207848	1.8546129025527704	1.0072984331883104	0.0006459968399240859	0.003002476234054992	`xtol` termination condition is satisfied.	"[3.13952015e+00 1.57686102e-04 1.85461290e+00 1.00729843e+00
 6.45996840e-04 3.00247623e-03]"	"[5.14443104e+00 4.64323861e-05 1.87868637e+01 2.59089089e+00
 5.17857981e+02 1.03893088e+01]"
6	True	34.245766401290894	95.65222922719907	1.8612829640872122	0.00019792546135353366	2.067907012256667	1.0002650976354512	0.0006538924212031264	0.0032071187793336607	`xtol` termination condition is satisfied.	"[1.86128296e+00 1.97925461e-04 2.06790701e+00 1.00026510e+00
 6.53892421e-04 3.20711878e-03]"	"[7.17942867e+00 1.57881800e-06 5.25928853e+00 1.14463640e+01
 3.18390332e-07 1.94584676e-10]"
9	True	11.554325580596924	95.80389216880502	2.0346710697293466	0.00019325828848425856	2.0942244635282865	1.061271346150759	0.0006472771069156502	0.0030961094641890536	`xtol` termination condition is satisfied.	"[2.03467107e+00 1.93258288e-04 2.09422446e+00 1.06127135e+00
 6.47277107e-04 3.09610946e-03]"	"[1.09433894e+00 1.14471368e-04 1.89927979e+01 2.23264654e+00
 1.01039104e-06 4.28168328e+00]"
5	True	24.231778860092163	96.0584577748039	1.4438270085156555	0.00025682869208688803	2.4123405161931335	1.000023695334072	0.0006507005223365066	0.003377649451172424	`xtol` termination condition is satisfied.	"[1.44382701e+00 2.56828692e-04 2.41234052e+00 1.00002370e+00
 6.50700522e-04 3.37764945e-03]"	"[5.11139475e+00 1.33735802e-05 8.29241300e+00 1.56444371e+01
 1.16156521e+01 2.22067732e-04]"
1	True	18.58192539215088	96.13052020249977	1.5517129716099027	0.00023530401237020082	2.2942462723795822	1.0657732626411114	0.0006527447012588846	0.003253398505352709	`xtol` termination condition is satisfied.	"[1.55171297e+00 2.35304012e-04 2.29424627e+00 1.06577326e+00
 6.52744701e-04 3.25339851e-03]"	"[2.42910447e+00 8.21170238e-05 5.49230582e+00 2.49647185e+00
 3.24308065e+01 3.05311531e-09]"
3	True	11.868044137954712	96.29149903860925	1.425868583924867	0.0002883140110152533	2.538281052053017	1.049527389573398	0.0006566113656636287	0.003394431274418721	`xtol` termination condition is satisfied.	"[1.42586858e+00 2.88314011e-04 2.53828105e+00 1.04952739e+00
 6.56611366e-04 3.39443127e-03]"	"[8.16185307e+00 1.14222497e-03 1.21754904e+00 1.85430975e+00
 3.37799812e-01 1.48486076e-07]"
7	True	18.873847246170044	96.59303165187546	1.11132570916406	0.0004345242581829465	3.1862608141140067	1.0269151999483652	0.000647512969751257	0.0036609563737529166	`xtol` termination condition is satisfied.	"[1.11132571e+00 4.34524258e-04 3.18626081e+00 1.02691520e+00
 6.47512970e-04 3.66095637e-03]"	"[4.79571918e+00 3.28136388e-03 3.48353499e+00 2.01569523e+00
 8.87076373e-02 2.28592086e-01]"
8	True	14.41545820236206	97.05640470167803	8.978637382225662	0.0001292738946583762	1.6302195507764305	3.3407041042845305	0.0006477228787985515	0.00142377519909848	`xtol` termination condition is satisfied.	"[8.97863738e+00 1.29273895e-04 1.63021955e+00 3.34070410e+00
 6.47722879e-04 1.42377520e-03]"	"[7.89124044e+00 1.55549980e-04 7.72951751e+00 6.12373771e+00
 1.72812413e-07 6.14559988e-07]"
0	True	24.28356122970581	97.14410297111195	1.2400017798664678	0.0004223433809008336	3.1735942147260845	1.1543191039999194	0.0006537179255036804	0.0035156291024587352	`xtol` termination condition is satisfied.	"[1.24000178e+00 4.22343381e-04 3.17359421e+00 1.15431910e+00
 6.53717926e-04 3.51562910e-03]"	"[2.46778666e+00 2.25720219e-04 1.09809832e+01 1.96728802e+01
 1.66651143e+01 3.84971937e+02]"
2	True	18.34780764579773	99.06305400927458	7.4730333151369575	0.0001263181209423552	1.5925531735574474	15.229386322880147	0.0006522073276971567	0.00039800820965382326	`xtol` termination condition is satisfied.	"[7.47303332e+00 1.26318121e-04 1.59255317e+00 1.52293863e+01
 6.52207328e-04 3.98008210e-04]"	"[9.55896651e+00 7.00588301e-04 6.91514698e+00 1.23423605e+00
 3.96473532e-02 3.10650550e-10]"
