study	individual	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	mean	mean_sd	mean_se	comments	mean_unit
Anderson1961		renal impairment	1.0	HCTZpo	cumulative amount	C14-hydrochlorothiazide	urine	scintillation counting	amount_HCTZpo_renal	4.0	hr	1.6795431642593215e-06			9	mole
Anderson1961		renal impairment	1.0	HCTZpo	cumulative amount	C14-hydrochlorothiazide	urine	scintillation counting	amount_HCTZpo_renal	8.0	hr	6.718172657037286e-06			9	mole
Anderson1961		renal impairment	1.0	HCTZpo	cumulative amount	C14-hydrochlorothiazide	urine	scintillation counting	amount_HCTZpo_renal	24.0	hr	1.5115888478333894e-05			9	mole
