study	individual	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	mean	mean_sd	mean_se	comments	mean_unit
Anderson1961		cardiac impairment	2.0	HCTZiv	recovery	C14-hydrochlorothiazide	urine	scintillation counting	recovery_HCTZiv_cardiac	4.0	hr	42.0	11.3137084989848		8A,8B	percent
Anderson1961		cardiac impairment	2.0	HCTZiv	recovery	C14-hydrochlorothiazide	urine	scintillation counting	recovery_HCTZiv_cardiac	8.0	hr	60.5	21.920310216783		8A,8B	percent
Anderson1961		cardiac impairment	2.0	HCTZiv	recovery	C14-hydrochlorothiazide	urine	scintillation counting	recovery_HCTZiv_cardiac	24.0	hr	82.5	24.7487373415292		8A,8B	percent
