study	individual	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	mean	mean_sd	mean_se	comments	mean_unit
Anderson1961		control	1.0	HCTZiv	cumulative amount	C14-hydrochlorothiazide	urine	scintillation counting	amount_HCTZiv_control	4.0	hr	0.00012596573731944914			2	mole
Anderson1961		control	1.0	HCTZiv	cumulative amount	C14-hydrochlorothiazide	urine	scintillation counting	amount_HCTZiv_control	8.0	hr	0.00014108162579778302			2	mole
Anderson1961		control	1.0	HCTZiv	cumulative amount	C14-hydrochlorothiazide	urine	scintillation counting	amount_HCTZiv_control	24.0	hr	0.00016795431642593214			2	mole
