study	individual	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	mean	mean_sd	mean_se	comments	mean_unit
Anderson1961		cardiac impairment	3.0	HCTZpo	cumulative amount	C14-hydrochlorothiazide	urine	scintillation counting	amount_HCTZpo_cardiac	4.0	hr	1.4835964617624016e-05	1.7741520409238497e-05		6,7.8	mole
Anderson1961		cardiac impairment	3.0	HCTZpo	cumulative amount	C14-hydrochlorothiazide	urine	scintillation counting	amount_HCTZpo_cardiac	8.0	hr	3.9749188220804165e-05	2.255429076081475e-05		6,7.8	mole
Anderson1961		cardiac impairment	3.0	HCTZpo	cumulative amount	C14-hydrochlorothiazide	urine	scintillation counting	amount_HCTZpo_cardiac	24.0	hr	7.110066062031139e-05	2.6573607180171987e-05		6,7.8	mole
