study	individual	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	mean	mean_sd	mean_se	comments	mean_unit
Anderson1961		control	1.0	HCTZiv	recovery	C14-hydrochlorothiazide	urine	scintillation counting	recovery_HCTZiv_control	4.0	hr	75.0			2	percent
Anderson1961		control	1.0	HCTZiv	recovery	C14-hydrochlorothiazide	urine	scintillation counting	recovery_HCTZiv_control	8.0	hr	84.0			2	percent
Anderson1961		control	1.0	HCTZiv	recovery	C14-hydrochlorothiazide	urine	scintillation counting	recovery_HCTZiv_control	24.0	hr	100.0			2	percent
