study	individual	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	mean	mean_sd	mean_se	comments	mean_unit
Anderson1961		hepatic impairment	1.0	HCTZpo	recovery	C14-hydrochlorothiazide	urine	scintillation counting	recovery_HCTZpo_hepatic	4.0	hr	5.0			12	percent
Anderson1961		hepatic impairment	1.0	HCTZpo	recovery	C14-hydrochlorothiazide	urine	scintillation counting	recovery_HCTZpo_hepatic	8.0	hr	27.0			12	percent
Anderson1961		hepatic impairment	1.0	HCTZpo	recovery	C14-hydrochlorothiazide	urine	scintillation counting	recovery_HCTZpo_hepatic	24.0	hr	44.0			12	percent
