study	individual	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	mean	mean_sd	mean_se	comments	mean_unit
Anderson1961		control	4.0	HCTZpo	recovery	C14-hydrochlorothiazide	urine	scintillation counting	recovery_HCTZpo_control	4.0	hr	21.0	15.2534149181967		1,3,4,5	percent
Anderson1961		control	4.0	HCTZpo	recovery	C14-hydrochlorothiazide	urine	scintillation counting	recovery_HCTZpo_control	8.0	hr	39.5	14.0593978059754		1,3,4,5	percent
Anderson1961		control	4.0	HCTZpo	recovery	C14-hydrochlorothiazide	urine	scintillation counting	recovery_HCTZpo_control	24.0	hr	63.25	2.21735578260835		1,3,4,5	percent
