study	individual	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	mean	mean_sd	mean_se	comments	mean_unit
Anderson1961		renal impairment	2.0	HCTZiv	recovery	C14-hydrochlorothiazide	urine	scintillation counting	recovery_HCTZiv_renal	4.0	hr	23.0	22.6274169979695		10, 11	percent
Anderson1961		renal impairment	2.0	HCTZiv	recovery	C14-hydrochlorothiazide	urine	scintillation counting	recovery_HCTZiv_renal	8.0	hr	41.0	42.4264068711929		10, 11	percent
Anderson1961		renal impairment	2.0	HCTZiv	recovery	C14-hydrochlorothiazide	urine	scintillation counting	recovery_HCTZiv_renal	24.0	hr	56.0	43.8406204335659		10, 11	percent
