study	individual	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	value	mean	mean_pm	sd	se	unit	comments
Giudicelli1987	NA	captopril_mono	7.0	CAP50	concentration	captopril	plasma	HPLC	CAP50_acute_captopril_plasma_captopril_mono	0.0	hr	NA	0.0	NA	NA	NA	ng/ml	NA
Giudicelli1987	NA	captopril_mono	7.0	CAP50	concentration	captopril	plasma	HPLC	CAP50_acute_captopril_plasma_captopril_mono	0.5	hr	NA	496.200654846482	677.539589382426	479.7777237955299	181.33893453594402	ng/ml	NA
Giudicelli1987	NA	captopril_mono	7.0	CAP50	concentration	captopril	plasma	HPLC	CAP50_acute_captopril_plasma_captopril_mono	1.0	hr	NA	402.586437676325	480.07660468277	205.01971095191595	77.490167006445	ng/ml	NA
Giudicelli1987	NA	captopril_mono	7.0	CAP50	concentration	captopril	plasma	HPLC	CAP50_acute_captopril_plasma_captopril_mono	1.5	hr	NA	344.206256049093	391.744403945553	125.77411712264154	47.53814789646003	ng/ml	NA
Giudicelli1987	NA	captopril_mono	7.0	CAP50	concentration	captopril	plasma	HPLC	CAP50_acute_captopril_plasma_captopril_mono	2.0	hr	NA	218.899940281296	248.841663062952	79.21835230509885	29.941722781655983	ng/ml	NA
Giudicelli1987	NA	captopril_mono	7.0	CAP50	concentration	captopril	plasma	HPLC	CAP50_acute_captopril_plasma_captopril_mono	3.0	hr	NA	156.689524515558	179.609151376619	60.63963281676336	22.919626861061005	ng/ml	NA
Giudicelli1987	NA	captopril_mono	7.0	CAP50	concentration	captopril	plasma	HPLC	CAP50_acute_captopril_plasma_captopril_mono	6.0	hr	NA	28.1810506373428	52.8407569860588	65.24345040258316	24.659706348716	ng/ml	SD>mean
Giudicelli1987	NA	captopril_mono	7.0	CAP50_MULTI	concentration	captopril	plasma	HPLC	CAP50_chronic_captopril_plasma_captopril_mono	0.5	hr	NA	298.764365155303	351.389446176322	139.23287710624138	52.625081021019014	ng/ml	concentration was measured on the 45th day
Giudicelli1987	NA	captopril_mono	7.0	CAP50_MULTI	concentration	captopril	plasma	HPLC	CAP50_chronic_captopril_plasma_captopril_mono	1.0	hr	NA	359.044003415743	299.340514624937	157.96058374340515	59.703488790806034	ng/ml	NA
Giudicelli1987	NA	captopril_mono	7.0	CAP50_MULTI	concentration	captopril	plasma	HPLC	CAP50_chronic_captopril_plasma_captopril_mono	1.5	hr	NA	322.762019403891	275.337716184656	125.47291241861558	47.42430321923496	ng/ml	NA
Giudicelli1987	NA	captopril_mono	7.0	CAP50_MULTI	concentration	captopril	plasma	HPLC	CAP50_chronic_captopril_plasma_captopril_mono	2.0	hr	NA	207.501260326965	177.680381081721	78.89863036020311	29.820879245243987	ng/ml	NA
Giudicelli1987	NA	captopril_mono	7.0	CAP50_MULTI	concentration	captopril	plasma	HPLC	CAP50_chronic_captopril_plasma_captopril_mono	3.0	hr	NA	117.498482463451	101.690381390372	41.82430413954033	15.808101073079001	ng/ml	NA
Giudicelli1987	NA	captopril_mono	7.0	CAP50_MULTI	concentration	captopril	plasma	HPLC	CAP50_chronic_captopril_plasma_captopril_mono	6.0	hr	NA	20.9883021080898	3.44660843441682	46.410959035413725	17.54169367367298	ng/ml	SD>mean
