study	name	time	time_end	time_unit	route	application	measurement_type	form	substance	value	unit	comments
Giudicelli1987	HCTZ25	0	NA	day	oral	single dose	dosing	tablet	hydrochlorothiazide	25.0	mg	NA
Giudicelli1987	HCTZ25_MULTI	S-45T1R45	NA	day	oral	multiple dose	dosing	tablet	hydrochlorothiazide	25.0	mg	NA
Giudicelli1987	HCTZ25+CAP50	S0T24R45	NA	hr	oral	multiple dose	dosing	tablet	hydrochlorothiazide	25.0	mg	NA
Giudicelli1987	HCTZ25	0	NA	day	oral	single dose	dosing	tablet	hydrochlorothiazide	25.0	mg	NA
Giudicelli1987	HCTZ25_MULTI	S-45T1R45	NA	day	oral	multiple dose	dosing	tablet	hydrochlorothiazide	25.0	mg	NA
Giudicelli1987	CAP50	0	NA	day	oral	single dose	dosing	tablet	captopril	50.0	mg	NA
Giudicelli1987	CAP50_MULTI	S-45T1R45	NA	day	oral	multiple dose	dosing	tablet	captopril	50.0	mg	NA
