study	individual	group	count	intervention	time	time_unit	x_measurement_type	x_substance	x_tissue	x_method	x_label	x_value	x	x_unit	y_measurement_type	y_substance	y_tissue	y_method	y_label	y_value	y	y_unit	comments
Nilsen1989	NA	volunteers	9.0	CIL5	0.0	hr	ACE inhibition	NA	plasma	radioenzymatic assay	ace_inhibition_cil5	NA	0.0163154788766632	percent	blood pressure diastolic	NA	NA	sphygmomanometer	bpdia_cil5	NA	74.7410235938024	mmHg	NA
Nilsen1989	NA	volunteers	9.0	CIL5	1.0	hr	ACE inhibition	NA	plasma	radioenzymatic assay	ace_inhibition_cil5	NA	46.9023732657571	percent	blood pressure diastolic	NA	NA	sphygmomanometer	bpdia_cil5	NA	73.9536570972333	mmHg	NA
Nilsen1989	NA	volunteers	9.0	CIL5	2.0	hr	ACE inhibition	NA	plasma	radioenzymatic assay	ace_inhibition_cil5	NA	87.8153458071533	percent	blood pressure diastolic	NA	NA	sphygmomanometer	bpdia_cil5	NA	72.4545422987468	mmHg	NA
Nilsen1989	NA	volunteers	9.0	CIL5	3.0	hr	ACE inhibition	NA	plasma	radioenzymatic assay	ace_inhibition_cil5	NA	89.6588792076	percent	blood pressure diastolic	NA	NA	sphygmomanometer	bpdia_cil5	NA	71.9318684116129	mmHg	NA
Nilsen1989	NA	volunteers	9.0	CIL5	4.0	hr	ACE inhibition	NA	plasma	radioenzymatic assay	ace_inhibition_cil5	NA	92.7567373670751	percent	blood pressure diastolic	NA	NA	sphygmomanometer	bpdia_cil5	NA	67.9554043577371	mmHg	NA
Nilsen1989	NA	volunteers	9.0	CIL5	5.0	hr	ACE inhibition	NA	plasma	radioenzymatic assay	ace_inhibition_cil5	NA	94.7527799956029	percent	blood pressure diastolic	NA	NA	sphygmomanometer	bpdia_cil5	NA	68.8984043230233	mmHg	NA
Nilsen1989	NA	volunteers	9.0	CIL5	6.0	hr	ACE inhibition	NA	plasma	radioenzymatic assay	ace_inhibition_cil5	NA	97.7175686465095	percent	blood pressure diastolic	NA	NA	sphygmomanometer	bpdia_cil5	NA	66.1924069381284	mmHg	NA
Nilsen1989	NA	volunteers	9.0	CIL5	7.0	hr	ACE inhibition	NA	plasma	radioenzymatic assay	ace_inhibition_cil5	NA	96.1378600108769	percent	blood pressure diastolic	NA	NA	sphygmomanometer	bpdia_cil5	NA	63.848416472848	mmHg	NA
Nilsen1989	NA	volunteers	9.0	CIL5, HCTZ25	0.0	hr	ACE inhibition	NA	plasma	radioenzymatic assay	ace_inhibition_cil5_hctz25	NA	0.155170618252505	percent	blood pressure diastolic	NA	NA	sphygmomanometer	bpdia_cil5_hctz25	NA	74.2848844609527	mmHg	NA
Nilsen1989	NA	volunteers	9.0	CIL5, HCTZ25	1.0	hr	ACE inhibition	NA	plasma	radioenzymatic assay	ace_inhibition_cil5_hctz25	NA	46.884090672406	percent	blood pressure diastolic	NA	NA	sphygmomanometer	bpdia_cil5_hctz25	NA	71.3803820830585	mmHg	NA
Nilsen1989	NA	volunteers	9.0	CIL5, HCTZ25	2.0	hr	ACE inhibition	NA	plasma	radioenzymatic assay	ace_inhibition_cil5_hctz25	NA	89.6165283900903	percent	blood pressure diastolic	NA	NA	sphygmomanometer	bpdia_cil5_hctz25	NA	65.970990847132	mmHg	NA
Nilsen1989	NA	volunteers	9.0	CIL5, HCTZ25	3.0	hr	ACE inhibition	NA	plasma	radioenzymatic assay	ace_inhibition_cil5_hctz25	NA	88.7783061987248	percent	blood pressure diastolic	NA	NA	sphygmomanometer	bpdia_cil5_hctz25	NA	67.9912174124344	mmHg	NA
Nilsen1989	NA	volunteers	9.0	CIL5, HCTZ25	4.0	hr	ACE inhibition	NA	plasma	radioenzymatic assay	ace_inhibition_cil5_hctz25	NA	93.8756783652121	percent	blood pressure diastolic	NA	NA	sphygmomanometer	bpdia_cil5_hctz25	NA	65.4463498455236	mmHg	NA
Nilsen1989	NA	volunteers	9.0	CIL5, HCTZ25	5.0	hr	ACE inhibition	NA	plasma	radioenzymatic assay	ace_inhibition_cil5_hctz25	NA	95.8673239143263	percent	blood pressure diastolic	NA	NA	sphygmomanometer	bpdia_cil5_hctz25	NA	65.7704608833501	mmHg	NA
Nilsen1989	NA	volunteers	9.0	CIL5, HCTZ25	6.0	hr	ACE inhibition	NA	plasma	radioenzymatic assay	ace_inhibition_cil5_hctz25	NA	97.7073859362886	percent	blood pressure diastolic	NA	NA	sphygmomanometer	bpdia_cil5_hctz25	NA	64.7591904745374	mmHg	NA
Nilsen1989	NA	volunteers	9.0	CIL5, HCTZ25	7.0	hr	ACE inhibition	NA	plasma	radioenzymatic assay	ace_inhibition_cil5_hctz25	NA	94.7476886404924	percent	blood pressure diastolic	NA	NA	sphygmomanometer	bpdia_cil5_hctz25	NA	68.1817960912278	mmHg	NA
