study	name	time	time_end	time_unit	route	application	measurement_type	form	substance	value	unit	comments
Januszewicz1959	HCTZ25	0	24	hr	iv	single dose	dosing	solution	hydrochlorothiazide	25	mg	NA
Januszewicz1959	HCTZ50	0	24	hr	iv	single dose	dosing	solution	hydrochlorothiazide	50	mg	NA
Januszewicz1959	HCTZ100	0	24	hr	iv	single dose	dosing	solution	hydrochlorothiazide	100	mg	NA
