study	individual	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	value	mean	mean_pm	sd	se	unit	comments
Januszewicz1959	NA	all	5.0	HCTZ25	urinary volume rate	sodium	urine	NR	25_diuresis	0.0	hr	NA	10.1	NA	NA	NA	ml/min	NA
Januszewicz1959	NA	all	5.0	HCTZ25	urinary volume rate	sodium	urine	NR	25_diuresis	10.0	hr	NA	16.2	NA	NA	NA	ml/min	NA
Januszewicz1959	NA	all	2.0	HCTZ50	urinary volume rate	sodium	urine	NR	50_diuresis	0.0	hr	NA	13.6	NA	NA	NA	ml/min	NA
Januszewicz1959	NA	all	2.0	HCTZ50	urinary volume rate	sodium	urine	NR	50_diuresis	10.0	hr	NA	21.6	NA	NA	NA	ml/min	NA
Januszewicz1959	NA	all	3.0	HCTZ100	urinary volume rate	sodium	urine	NR	100_diuresis	0.0	hr	NA	14.3	NA	NA	NA	ml/min	NA
Januszewicz1959	NA	all	3.0	HCTZ100	urinary volume rate	sodium	urine	NR	100_diuresis	10.0	hr	NA	20.3	NA	NA	NA	ml/min	NA
Januszewicz1959	NA	all	5.0	HCTZ25	excretion rate	sodium	urine	NR	25_excretion_na	0.0	hr	NA	120.0	NA	NA	NA	mmol/min	NA
Januszewicz1959	NA	all	5.0	HCTZ25	excretion rate	sodium	urine	NR	25_excretion_na	10.0	hr	NA	821.0	NA	NA	NA	mmol/min	NA
Januszewicz1959	NA	all	2.0	HCTZ50	excretion rate	sodium	urine	NR	50_excretion_na	0.0	hr	NA	91.0	NA	NA	NA	mmol/min	NA
Januszewicz1959	NA	all	2.0	HCTZ50	excretion rate	sodium	urine	NR	50_excretion_na	10.0	hr	NA	924.0	NA	NA	NA	mmol/min	NA
Januszewicz1959	NA	all	3.0	HCTZ100	excretion rate	sodium	urine	NR	100_excretion_na	0.0	hr	NA	132.0	NA	NA	NA	mmol/min	NA
Januszewicz1959	NA	all	3.0	HCTZ100	excretion rate	sodium	urine	NR	100_excretion_na	10.0	hr	NA	902.0	NA	NA	NA	mmol/min	NA
Januszewicz1959	NA	all	5.0	HCTZ25	excretion rate	chloride	urine	NR	25_excretion_cl	0.0	hr	NA	113.0	NA	NA	NA	mmol/min	NA
Januszewicz1959	NA	all	5.0	HCTZ25	excretion rate	chloride	urine	NR	25_excretion_cl	10.0	hr	NA	750.0	NA	NA	NA	mmol/min	NA
Januszewicz1959	NA	all	2.0	HCTZ50	excretion rate	chloride	urine	NR	50_excretion_cl	0.0	hr	NA	86.0	NA	NA	NA	mmol/min	NA
Januszewicz1959	NA	all	2.0	HCTZ50	excretion rate	chloride	urine	NR	50_excretion_cl	10.0	hr	NA	924.0	NA	NA	NA	mmol/min	NA
Januszewicz1959	NA	all	3.0	HCTZ100	excretion rate	chloride	urine	NR	100_excretion_cl	0.0	hr	NA	112.0	NA	NA	NA	mmol/min	NA
Januszewicz1959	NA	all	3.0	HCTZ100	excretion rate	chloride	urine	NR	100_excretion_cl	10.0	hr	NA	770.0	NA	NA	NA	mmol/min	NA
Januszewicz1959	NA	all	5.0	HCTZ25	excretion rate	potassium	urine	NR	25_excretion_k	0.0	hr	NA	38.0	NA	NA	NA	mmol/min	NA
Januszewicz1959	NA	all	5.0	HCTZ25	excretion rate	potassium	urine	NR	25_excretion_k	10.0	hr	NA	64.0	NA	NA	NA	mmol/min	NA
Januszewicz1959	NA	all	2.0	HCTZ50	excretion rate	potassium	urine	NR	50_excretion_k	0.0	hr	NA	30.0	NA	NA	NA	mmol/min	NA
Januszewicz1959	NA	all	2.0	HCTZ50	excretion rate	potassium	urine	NR	50_excretion_k	10.0	hr	NA	57.0	NA	NA	NA	mmol/min	NA
Januszewicz1959	NA	all	3.0	HCTZ100	excretion rate	potassium	urine	NR	100_excretion_k	0.0	hr	NA	28.0	NA	NA	NA	mmol/min	NA
Januszewicz1959	NA	all	3.0	HCTZ100	excretion rate	potassium	urine	NR	100_excretion_k	10.0	hr	NA	82.0	NA	NA	NA	mmol/min	NA
