run	success	duration	cost	ftissue_hctz	Kp_hctz	KI__HCTZEX_k	Ka_dis_hctz	GU__F_hctz_abs	GU__HCTZABS_k	message	x	x0
7	True	181.9895236492157	206.73794824464093	0.22419545598756907	0.999987952011066	0.003699617474883887	1.31569990257977	0.6157274135729845	0.0053251862298758414	`xtol` termination condition is satisfied.	[0.22419546 0.99998795 0.00369962 1.3156999  0.61572741 0.00532519]	"[2.66169801e-01 5.66128645e-01 5.10397675e-05 8.24675284e-01
 7.63586651e-01 1.16464828e-03]"
33	True	94.37113904953003	206.8293435814959	0.2502010021375581	0.9973541730792347	0.0037346509944228834	0.3515465436140736	0.6122386014814389	0.020786460469447005	`xtol` termination condition is satisfied.	[0.250201   0.99735417 0.00373465 0.35154654 0.6122386  0.02078646]	"[6.77299377e+00 3.13132416e-01 1.19057335e-02 3.12109310e-04
 7.81083954e-01 6.11150048e-03]"
38	True	136.4710750579834	206.88298635525211	0.25669502264840155	0.9958717711616161	0.003737877045361327	0.3619528681396824	0.6109839182297596	0.020015306129323868	`xtol` termination condition is satisfied.	[0.25669502 0.99587177 0.00373788 0.36195287 0.61098392 0.02001531]	"[2.18280342e-02 8.36697776e-01 1.95584612e-09 4.12106347e-04
 6.48145438e-01 4.11349165e-03]"
36	True	125.81718873977661	206.8967469304106	0.23722457419438828	0.9958998760887013	0.003695197683515097	0.33649316140346514	0.6123881823371166	0.020913270828058984	`xtol` termination condition is satisfied.	[0.23722457 0.99589988 0.0036952  0.33649316 0.61238818 0.02091327]	"[8.02667993e-02 5.31445177e-01 8.33565204e-05 2.80006468e-02
 6.71267546e-01 3.68801250e-03]"
31	True	93.42601156234741	206.9483934874538	0.2218728709798533	0.9991517959345945	0.003667926550360255	0.31132427135941493	0.6165410839832177	0.02241408284142872	`xtol` termination condition is satisfied.	[0.22187287 0.9991518  0.00366793 0.31132427 0.61654108 0.02241408]	[0.03606806 0.42091149 0.35048646 0.17271239 0.79325066 0.68047318]
34	True	148.0420491695404	207.01435972269863	0.2124426554731306	0.9996935126051377	0.003670774043693395	1.3706783713465727	0.6176914828678375	0.0050463808881240895	`xtol` termination condition is satisfied.	[0.21244266 0.99969351 0.00367077 1.37067837 0.61769148 0.00504638]	"[1.24040372e-02 6.88707054e-01 1.43394998e-07 8.37083898e+00
 7.57826558e-01 6.55873561e-03]"
37	True	148.63640356063843	207.29175552402097	0.242948012674918	0.991286580675739	0.003734776410597613	0.350841028342291	0.6091521066380536	0.02007343210659916	`xtol` termination condition is satisfied.	[0.24294801 0.99128658 0.00373478 0.35084103 0.60915211 0.02007343]	"[5.73176784e-01 2.70107629e-01 1.53314056e-06 3.20995153e-02
 7.78149196e-01 5.06212876e-02]"
13	True	152.3356795310974	207.3995333222701	0.30979970447310917	0.9970578245615335	0.0037767814863014487	0.8144580762982898	0.602702800038438	0.008684836342063783	`xtol` termination condition is satisfied.	[0.3097997  0.99705782 0.00377678 0.81445808 0.6027028  0.00868484]	"[6.67842113e-01 7.20978540e-01 1.61305750e-04 3.93711337e-01
 6.43534142e-01 1.35571412e-02]"
30	True	135.37170672416687	207.4156733471226	0.23061860934437195	0.9949971126095394	0.003654310509410117	0.30905522091887017	0.6186186927996057	0.02342263762403588	`xtol` termination condition is satisfied.	[0.23061861 0.99499711 0.00365431 0.30905522 0.61861869 0.02342264]	"[8.17621920e-01 7.86545978e-01 1.08130839e-06 1.25095091e-03
 6.62556707e-01 2.58656446e-02]"
39	True	153.25970363616943	218.10215552725498	1.643458125531621	0.9999204539432002	0.003907644693277402	1.0113934759885508	0.6000375258614276	0.019682873494874156	`xtol` termination condition is satisfied.	[1.64345813 0.99992045 0.00390764 1.01139348 0.60003753 0.01968287]	[1.45978077 0.39832364 0.03980515 2.79280751 0.72183747 0.10665908]
4	True	147.15752506256104	244.6429238209737	0.14314794862745592	0.999928432314285	0.003304637340574624	0.17287965684976103	0.6386924281214826	1.0619057340418283	`xtol` termination condition is satisfied.	[0.14314795 0.99992843 0.00330464 0.17287966 0.63869243 1.06190573]	"[1.08227538e-01 4.18924138e-01 3.19424577e-08 2.53285825e-02
 7.00954522e-01 2.00995381e+00]"
11	True	119.71990966796875	244.6442281603056	0.13945224784594332	0.9996193859886005	0.0033051953937671	0.16954141674872336	0.6418245193159385	0.9022767405696036	`xtol` termination condition is satisfied.	[0.13945225 0.99961939 0.0033052  0.16954142 0.64182452 0.90227674]	"[3.31552560e-02 5.01208722e-01 6.15659327e-08 4.55292988e-03
 6.26987703e-01 1.27488367e-03]"
14	True	141.51997113227844	244.94807725982741	0.1478841358737462	0.9943305813148663	0.0032546744257056525	0.17355719770868985	0.6406727529042975	0.9809759730521783	`xtol` termination condition is satisfied.	[0.14788414 0.99433058 0.00325467 0.1735572  0.64067275 0.98097597]	"[1.76360715e+00 3.41975230e-01 1.55887033e-05 1.67732912e-01
 7.21490036e-01 6.93221958e+00]"
28	True	168.38671255111694	245.12476899943456	0.15029989104892544	0.9998239753599327	0.0033141627540005728	0.17465777683286823	0.6396103779693065	1.4406180895981038	`xtol` termination condition is satisfied.	[0.15029989 0.99982398 0.00331416 0.17465778 0.63961038 1.44061809]	"[2.11721371e-01 3.36946429e-01 1.42942651e-10 1.19476897e-03
 7.22045556e-01 4.39754772e-01]"
8	True	135.25825691223145	245.23078795109413	0.14758638444390745	0.99687653827941	0.0032712762773852975	0.1720565062221903	0.6430418470669119	1.4312673372604199	`xtol` termination condition is satisfied.	[0.14758638 0.99687654 0.00327128 0.17205651 0.64304185 1.43126734]	"[3.56040826e-02 4.34187705e-01 6.18518916e-09 1.77953387e-01
 6.01540135e-01 1.72460646e-02]"
1	True	122.16235327720642	245.29783059344763	0.15222001859316067	0.9999942265756822	0.0032795601263131903	0.17546982688016233	0.6404133852561915	2.516744995949723	`xtol` termination condition is satisfied.	[0.15222002 0.99999423 0.00327956 0.17546983 0.64041339 2.516745  ]	"[2.17098136e-02 2.61054248e-01 1.39850654e-05 4.80132864e-02
 6.41069292e-01 3.02973645e-03]"
2	True	68.51537322998047	245.35593469423983	0.13001609015607177	0.9873211034955351	0.0033207298958605755	0.1617886031802873	0.6466493911310794	0.7123171283783363	`xtol` termination condition is satisfied.	[0.13001609 0.9873211  0.00332073 0.1617886  0.64664939 0.71231713]	"[2.20193530e+00 6.86396200e-01 7.56651695e-04 6.21415998e-04
 6.64377700e-01 8.71710956e-01]"
23	True	111.67813634872437	245.53789689376555	0.13695874277594347	0.996940487320957	0.0032902044035412717	0.16530827595054554	0.6481826369728495	1.4781502858593811	`xtol` termination condition is satisfied.	[0.13695874 0.99694049 0.0032902  0.16530828 0.64818264 1.47815029]	"[9.50047709e-02 2.50794197e-01 6.58772979e-05 6.98422717e-03
 7.83077335e-01 4.31907830e-01]"
20	True	145.30292630195618	245.61799310262955	0.14236595644531344	0.9946064265709368	0.003273706524502301	0.16963094759455694	0.643089712404927	2.1633854051709243	`xtol` termination condition is satisfied.	[0.14236596 0.99460643 0.00327371 0.16963095 0.64308971 2.16338541]	"[4.27468192e+00 4.92198365e-01 2.29361166e-10 2.99099505e-02
 6.60947861e-01 2.73307828e+00]"
25	True	129.7648148536682	245.6649267996917	0.1508750977794487	0.9982659373181961	0.0033143753814356457	0.17454100304956283	0.6412464166354815	6.9247383669907085	`xtol` termination condition is satisfied.	"[1.50875098e-01 9.98265937e-01 3.31437538e-03 1.74541003e-01
 6.41246417e-01 6.92473837e+00]"	"[1.47356467e-02 7.01095196e-01 1.32431765e-05 3.50111371e-03
 6.83552381e-01 1.05574946e-03]"
22	True	139.2661566734314	245.7268700124849	0.14725037127830937	0.9996671640155778	0.0032653864692333517	0.17062324024244432	0.6411549114148517	7.394358135874443	`xtol` termination condition is satisfied.	"[1.47250371e-01 9.99667164e-01 3.26538647e-03 1.70623240e-01
 6.41154911e-01 7.39435814e+00]"	"[5.67255625e+00 8.57795799e-01 3.46396322e-09 3.73364694e-01
 6.10928679e-01 5.53203122e-04]"
9	True	100.41344213485718	245.73294403267172	0.14953536460987812	0.987179227269576	0.0032989718062669776	0.16775416917343894	0.6524841474288973	0.7886501053381918	`xtol` termination condition is satisfied.	[0.14953536 0.98717923 0.00329897 0.16775417 0.65248415 0.78865011]	"[4.32596917e+00 5.54194655e-01 5.92708802e-01 3.80549775e-04
 7.40455857e-01 1.99989847e+00]"
12	True	135.54365181922913	245.87395630061448	0.14590440118882758	0.9855146952660889	0.003302535688400247	0.16706542010744704	0.649936212768874	0.941641746054534	`xtol` termination condition is satisfied.	[0.1459044  0.9855147  0.00330254 0.16706542 0.64993621 0.94164175]	"[1.63452765e-02 2.73023181e-01 3.94601032e-06 1.66580837e-04
 7.01801881e-01 5.36172861e-02]"
18	True	110.24920105934143	246.15966700447126	0.1515164385384356	0.9747279963479307	0.003304341343542944	0.1735947828872031	0.6390891466970346	1.121041417683879	`xtol` termination condition is satisfied.	[0.15151644 0.974728   0.00330434 0.17359478 0.63908915 1.12104142]	"[6.39992783e-02 9.73087931e-01 3.61449606e-06 2.81847304e-02
 6.77701106e-01 3.59236711e-01]"
10	True	99.51501178741455	246.3394642437912	0.12493153689163615	0.9805897460282637	0.0033189614166413677	0.1595143615734195	0.6456286275544753	0.9999854696849457	`xtol` termination condition is satisfied.	[0.12493154 0.98058975 0.00331896 0.15951436 0.64562863 0.99998547]	"[2.20576236e+00 2.65084900e-01 1.45321064e-05 2.72931773e-01
 7.55994440e-01 3.81782187e-01]"
3	True	110.62945699691772	2116.7665453985605	1.530596006874162	0.9741516636649961	3.6550882712435875e-05	0.0001131009023597518	0.6028498633905826	0.00010374721524077684	`xtol` termination condition is satisfied.	"[1.53059601e+00 9.74151664e-01 3.65508827e-05 1.13100902e-04
 6.02849863e-01 1.03747215e-04]"	"[2.52787033e-01 2.89021834e-01 5.17696153e-09 9.75914985e-02
 7.98671100e-01 7.01777986e-04]"
32	True	169.21348643302917	5814.782073668986	4.849721103061814	0.9995259567205332	0.0037522875838803147	8.376117401833238	0.6000625408201021	9.952741152545412	`xtol` termination condition is satisfied.	"[4.84972110e+00 9.99525957e-01 3.75228758e-03 8.37611740e+00
 6.00062541e-01 9.95274115e+00]"	"[1.50588036e-02 5.91088929e-01 8.40746474e-10 9.02709714e+00
 6.15258177e-01 5.99406692e-01]"
24	True	73.53102231025696	12311.980494305368	9.316217563230596	0.9234657409498929	5.286402196700795e-10	9.49724981382537	0.6091685926378586	0.24449751065113876	`xtol` termination condition is satisfied.	"[9.31621756e+00 9.23465741e-01 5.28640220e-10 9.49724981e+00
 6.09168593e-01 2.44497511e-01]"	"[8.15159994e+00 3.52911851e-01 4.85759227e-10 9.09710533e+00
 7.49850033e-01 1.23166750e-01]"
6	True	66.76425647735596	16217.369636110587	0.9874098797766846	0.48339397179562216	1.0420431096647766e-06	0.00027463851493426104	0.6343203249285723	1.0979893824019882	`xtol` termination condition is satisfied.	"[9.87409880e-01 4.83393972e-01 1.04204311e-06 2.74638515e-04
 6.34320325e-01 1.09798938e+00]"	"[4.04677147e-01 2.65053621e-01 3.69511740e-10 5.97167713e-04
 6.62864129e-01 2.79313723e+00]"
0	True	51.61828637123108	189723.9606978054	5.898749485646163	0.652305165481929	1.0950930273895431e-08	0.0013549200278530967	0.7325580383680403	0.7982733140639943	`xtol` termination condition is satisfied.	"[5.89874949e+00 6.52305165e-01 1.09509303e-08 1.35492003e-03
 7.32558038e-01 7.98273314e-01]"	"[4.81692383e+00 5.55346387e-01 6.61291074e-08 3.49919529e-03
 7.88606051e-01 4.08505597e-01]"
