study	name	time	time_end	time_unit	route	application	measurement_type	form	substance	value	unit	comments
Koytchev2004	LISTEST20	0	NA	hr	oral	single dose	dosing	tablet	lisinopril	20.0	mg	NA
Koytchev2004	LISREF20	0	NA	hr	oral	single dose	dosing	tablet	lisinopril	20.0	mg	NA
Koytchev2004	HCTZ	0	NA	hr	oral	single dose	dosing	tablet	hydrochlorothiazide	12.5	mg	NA
