study	name	time	time_end	time_unit	route	application	measurement_type	form	substance	value	unit	comments
Jeon2012	FIMA240	-6|-5|-4|-3|-2|-1|0	NA	day	oral	multiple dose	dosing	tablet	fimasartan	240	mg	NA
Jeon2012	HCTZ25	-6|-5|-4|-3|-2|-1|0	NA	day	oral	multiple dose	dosing	tablet	hydrochlorothiazide	25	mg	NA
