study	name	group_count	parent	measurement_type	count	substance	choice	mean	median	sd	se	min	max	unit	comments
Jeon2012	all	29.0	NA	species	29.0	NA	homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA
Jeon2012	all	29.0	NA	healthy	29.0	NA	Y	NA	NA	NA	NA	NA	NA	NA	NA
Jeon2012	all	29.0	NA	sex	29.0	NA	M	NA	NA	NA	NA	NA	NA	NA	NA
Jeon2012	all	29.0	NA	age	29.0	NA	NA	NA	NA	NA	NA	20.0	45.0	yr	NA
Jeon2012	all	29.0	NA	overnight fast	29.0	NA	Y	NA	NA	NA	NA	NA	NA	NA	NA
Jeon2012	all	29.0	NA	weight (categorial)	29.0	NA	normal	NA	NA	NA	NA	NA	NA	NA	NA
Jeon2012	all	29.0	NA	blood pressure systolic	29.0	NA	NA	NA	NA	NA	NA	100.0	140.0	mmHg	NA
Jeon2012	all	29.0	NA	blood pressure diastolic	29.0	NA	NA	NA	NA	NA	NA	65.0	90.0	mmHg	NA
Jeon2012	HCTZ_mono	13.0	all	species	13.0	hydrochlorothiazide	homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA
Jeon2012	HCTZ_mono	13.0	all	healthy	13.0	hydrochlorothiazide	Y	NA	NA	NA	NA	NA	NA	NA	NA
Jeon2012	HCTZ_mono	13.0	all	sex	13.0	hydrochlorothiazide	M	NA	NA	NA	NA	NA	NA	NA	NA
Jeon2012	HCTZ_mono	13.0	all	age	13.0	hydrochlorothiazide	NA	27.7	NA	4.7	NA	NA	NA	yr	NA
Jeon2012	HCTZ_mono	13.0	all	overnight fast	13.0	hydrochlorothiazide	Y	NA	NA	NA	NA	NA	NA	NA	NA
Jeon2012	HCTZ_mono	13.0	all	height	13.0	hydrochlorothiazide	NA	174.6	NA	4.7	NA	NA	NA	cm	NA
Jeon2012	HCTZ_mono	13.0	all	weight	13.0	hydrochlorothiazide	NA	68.1	NA	5.4	NA	NA	NA	kg	NA
Jeon2012	HCTZ_mono	13.0	all	blood pressure systolic	13.0	hydrochlorothiazide	NA	NA	NA	NA	NA	100.0	140.0	mmHg	NA
Jeon2012	HCTZ_mono	13.0	all	blood pressure diastolic	13.0	hydrochlorothiazide	NA	NA	NA	NA	NA	65.0	90.0	mmHg	NA
Jeon2012	FIMA_mono	16.0	all	species	16.0	fimasartan	homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA
Jeon2012	FIMA_mono	16.0	all	healthy	16.0	fimasartan	Y	NA	NA	NA	NA	NA	NA	NA	NA
Jeon2012	FIMA_mono	16.0	all	sex	16.0	fimasartan	M	NA	NA	NA	NA	NA	NA	NA	NA
Jeon2012	FIMA_mono	16.0	all	age	16.0	fimasartan	NA	25.4	NA	4.2	NA	NA	NA	yr	NA
Jeon2012	FIMA_mono	16.0	all	overnight fast	16.0	fimasartan	Y	NA	NA	NA	NA	NA	NA	NA	NA
Jeon2012	FIMA_mono	16.0	all	height	16.0	fimasartan	NA	173.0	NA	6.0	NA	NA	NA	cm	NA
Jeon2012	FIMA_mono	16.0	all	weight	16.0	fimasartan	NA	67.9	NA	8.1	NA	NA	NA	kg	NA
Jeon2012	FIMA_mono	16.0	all	blood pressure systolic	16.0	fimasartan	NA	NA	NA	NA	NA	100.0	140.0	mmHg	NA
Jeon2012	FIMA_mono	16.0	all	blood pressure diastolic	16.0	fimasartan	NA	NA	NA	NA	NA	65.0	90.0	mmHg	NA
