study	name	time	time_end	time_unit	route	application	measurement_type	form	substance	value	unit	comments
Knauf1995	HCTZ25	0	24	hr	oral	single dose	dosing	tablet	hydrochlorothiazide	25	mg	NA
Knauf1995	HCTZ50	0	24	hr	oral	single dose	dosing	tablet	hydrochlorothiazide	50	mg	NA
Knauf1995	FU40	0	24	hr	oral	single dose	dosing	tablet	furosemide	40	mg	NA
Knauf1995	FU80	0	24	hr	oral	single dose	dosing	tablet	furosemide	80	mg	NA
Knauf1995	placebo	0	0	hr	oral	single dose	dosing	tablet	placebo	25	mg	NA
