study	name	time	time_end	time_unit	route	application	measurement_type	form	substance	value	unit	comments
Barbhaiya1982a	HCTZ50_MSD	0	NA	hr	oral	single dose	dosing	tablet	hydrochlorothiazide	50	mg	Hydrodiuril hydrochlorothiazide 50 mg tablets Lot B0686, Merck Sharpe and Dohme (MSD)
Barbhaiya1982a	HCTZ50_Stanlab	0	NA	hr	oral	single dose	dosing	tablet	hydrochlorothiazide	50	mg	Hydrochlorothiazide 50 mg tablets, Lot 177903, Stanlabs
