study	name	time	time_end	time_unit	route	application	measurement_type	form	substance	value	unit	comments
Williams1982	HCTZ50	0	NA	hr	oral	single dose	dosing	tablet	hydrochlorothiazide	50	mg	NA
Williams1982	HCTZ100	0	NA	hr	oral	single dose	dosing	tablet	hydrochlorothiazide	100	mg	NA
Williams1982	IND25	-48|-42|-36|-30|-24|-18|-12|-6|0|6|12|18	24.0	hr	oral	multiple dose	dosing	tablet	indomethacin	25	mg	NA
