study	name	time	time_end	time_unit	route	application	measurement_type	form	substance	value	unit	comments
Barbhaiya1982	HCTZ50	0.0	NA	hr	oral	single dose	dosing	tablet	hydrochlorothiazide	50.0	mg	NA
Barbhaiya1982	H2O20	0.0	NA	hr	oral	single dose	dosing	tablet	h2o	20.0	ml	NA
Barbhaiya1982	H2O250	0.0	NA	hr	oral	single dose	dosing	tablet	h2o	250.0	ml	NA
Barbhaiya1982	fasting	0.0	NA	hr	oral	single dose	qualitative dosing	NR	NA	1.0	NA	overnight fast
Barbhaiya1982	no fasting	0.0	NA	hr	oral	single dose	qualitative dosing	NR	NA	0.0	NA	no fasting
