study	individual	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	value	mean	mean_pm	sd	se	unit	comments
Barbhaiya1982	NA	all	8.0	fasting, HCTZ50, H2O250	cmax	hydrochlorothiazide	plasma	HPLC	NA	NA	hr	NA	310.0	NA	130.0	NA	ng/ml	NA
Barbhaiya1982	NA	all	8.0	fasting, HCTZ50, H2O250	tmax	hydrochlorothiazide	plasma	HPLC	NA	NA	hr	NA	2.4	NA	1.8	NA	hr	NA
Barbhaiya1982	NA	all	8.0	fasting, HCTZ50, H2O250	auc measurement	hydrochlorothiazide	plasma	HPLC	NA	NA	hr	NA	2097.0	NA	717.0	NA	ng*hr/ml	NA
Barbhaiya1982	NA	all	8.0	fasting, HCTZ50, H2O250	recovery	hydrochlorothiazide	urine	HPLC	NA	24.0	hr	NA	69.0	NA	8.5	NA	percent	NA
Barbhaiya1982	NA	all	8.0	fasting, HCTZ50, H2O250	recovery	hydrochlorothiazide	urine	HPLC	NA	48.0	hr	NA	75.0	NA	8.4	NA	percent	NA
Barbhaiya1982	NA	all	8.0	fasting, HCTZ50, H2O250	clearance_renal	hydrochlorothiazide	urine	HPLC	NA	NA	hr	NA	307.0	NA	124.0	NA	ml/min	NA
Barbhaiya1982	NA	all	8.0	fasting, HCTZ50, H2O20	cmax	hydrochlorothiazide	plasma	HPLC	NA	NA	hr	NA	291.0	NA	80.0	NA	ng/ml	NA
Barbhaiya1982	NA	all	8.0	fasting, HCTZ50, H2O20	tmax	hydrochlorothiazide	plasma	HPLC	NA	NA	hr	NA	2.6	NA	1.2	NA	hr	NA
Barbhaiya1982	NA	all	8.0	fasting, HCTZ50, H2O20	auc measurement	hydrochlorothiazide	plasma	HPLC	NA	NA	hr	NA	2018.0	NA	450.0	NA	ng*hr/ml	NA
Barbhaiya1982	NA	all	8.0	fasting, HCTZ50, H2O20	recovery	hydrochlorothiazide	urine	HPLC	NA	24.0	hr	NA	66.7	NA	8.6	NA	percent	NA
Barbhaiya1982	NA	all	8.0	fasting, HCTZ50, H2O20	recovery	hydrochlorothiazide	urine	HPLC	NA	48.0	hr	NA	73.5	NA	10.1	NA	percent	NA
Barbhaiya1982	NA	all	8.0	fasting, HCTZ50, H2O20	clearance_renal	hydrochlorothiazide	urine	HPLC	NA	NA	hr	NA	292.0	NA	93.0	NA	ml/min	NA
Barbhaiya1982	NA	all	8.0	no fasting, HCTZ50, H2O250	cmax	hydrochlorothiazide	plasma	HPLC	NA	NA	hr	NA	241.0	NA	66.0	NA	ng/ml	NA
Barbhaiya1982	NA	all	8.0	no fasting, HCTZ50, H2O250	tmax	hydrochlorothiazide	plasma	HPLC	NA	NA	hr	NA	2.9	NA	1.5	NA	hr	NA
Barbhaiya1982	NA	all	8.0	no fasting, HCTZ50, H2O250	auc measurement	hydrochlorothiazide	plasma	HPLC	NA	NA	hr	NA	1777.0	NA	384.0	NA	ng*hr/ml	NA
Barbhaiya1982	NA	all	8.0	no fasting, HCTZ50, H2O250	recovery	hydrochlorothiazide	urine	HPLC	NA	24.0	hr	NA	64.3	NA	6.1	NA	percent	NA
Barbhaiya1982	NA	all	8.0	no fasting, HCTZ50, H2O250	recovery	hydrochlorothiazide	urine	HPLC	NA	48.0	hr	NA	70.5	NA	9.3	NA	percent	NA
Barbhaiya1982	NA	all	8.0	no fasting, HCTZ50, H2O250	clearance_renal	hydrochlorothiazide	urine	HPLC	NA	NA	hr	NA	320.0	NA	100.0	NA	ml/min	NA
