,author,keywords,pmc,pmid,prob,pubdate,title
68,R Dubey; M Ghosh,LC-MS/MS; Pharmacokinetic; Plasma; Simultaneous estimation; Validation,,26839805,0.9850185513496399,2015,"Simultaneous Determination and Pharmacokinetic Study of Losartan, Losartan Carboxylic Acid, Ramipril, Ramiprilat, and Hydrochlorothiazide in Rat Plasma by a Liquid Chromatography/Tandem Mass Spectrometry Method."
69,OG Nilsen; OF Sellevold; OS Romfo; A Smedsrud; B Grynne; PE Williams; CH Kleinbloesem,,,2527546,0.984950065612793,1989,Pharmacokinetics and effects on renal function following cilazapril and hydrochlorothiazide alone and in combination in healthy subjects and hypertensive patients.
70,DY Liu; J Jiang; CG Wang; JY Zhang; P Hu,,,24472401,0.9847949147224426,2014,"Pharmacokinetics and tolerability of olmesartan medoxomil plus hydrochlorothiazide combination in healthy Chinese subjects: drug-drug interaction, bioequivalence, and accumulation."
71,M Hropot; F Sörgel; E Mutschler,,,3774022,0.9845368266105652,1986,Pharmacodynamics and pharmacokinetics of furosemide combinations with potassium-retaining and thiazide-like diuretics: clearance and micropuncture studies.
72,HL Hsiao; TH Langenickel; M Greeley; J Roberts; W Zhou; P Pal; S Rebello; I Rajman; G Sunkara,LCZ696; amlodipine; carvedilol; hydrochlorothiazide; pharmacokinetic drug-drug interaction,,27137712,0.984069287776947,2015,"Pharmacokinetic drug-drug interaction assessment between LCZ696, an angiotensin receptor neprilysin inhibitor, and hydrochlorothiazide, amlodipine, or carvedilol."
73,J Wei; W Ma; G Yao; Q Jia; X Cheng; H Ouyang; Y Chang; X Chen; J He,,,31467909,0.984028160572052,2019,A High Throughput HPLC-MS/MS Method for Antihypertensive Drugs Determination in Plasma and Its Application on Pharmacokinetic Interaction Study with Shuxuetong Injection in Rats.
74,AD Hersh; JG Kelly; MS Laher; M Carmody; GD Doyle,,,8656661,0.9836515784263611,1996,Effect of hydrochlorothiazide on the pharmacokinetics of enalapril in hypertensive patients with varying renal function.
75,LG Howes; EL Conway; PA Phillips; J Broadbear; OH Drummer; WJ Louis,,,1932608,0.9835363626480103,1991,Pharmacokinetic comparison of a combination tablet of enalapril and hydrochlorothiazide with enalapril and hydrochlorothiazide tablets administered together and separately.
76,AR Gascón; A Cuadrado; MA Solinís; RM Hernández; E Ramírez; R Dalmau; JL Pedraz,,,12875347,0.9832438826560974,2003,Comparative bioavailability of two immediate-release tablets of lisinopril/hydrochlorothiazide in healthy volunteers.
77,JB McCrea; MW Lo; L Tomasko; CC Lin; JY Hsieh; NL Capra; MR Goldberg,,,8750372,0.9830312728881836,1995,Absence of a pharmacokinetic interaction between losartan and hydrochlorothiazide.
78,J Gao; D Zhong; X Duan; X Chen,,,17560178,0.9828028082847595,2007,Liquid chromatography/negative ion electrospray tandem mass spectrometry method for the quantification of rosuvastatin in human plasma: application to a pharmacokinetic study.
79,D Jaworowicz; S Bihorel; S Zajic; SA Stoch; R Humphrey; JB McCrea; JA Stone,clinical trials (CTR); modeling and simulation; pharmaceutical research and development (PRD); pharmacokinetics and drug metabolism; population pharmacokinetics,,32302427,0.9818446636199951,2020,Population Pharmacokinetic Analysis of the Cathepsin K Inhibitor Odanacatib: Insights Into Intrinsic and Extrinsic Factor Effects on Exposure in Postmenopausal and Elderly Women.
80,X Zhang; FM Han; P Du; Y Chen,,,20055185,0.9808284640312195,2009,[Pharmacokinetics of puerarin and hydrochlorothiazide from maijunan tablets in rats].
81,D Rajasekhar; IJ Kumara; P Venkateswarlu,,,19940337,0.9781594276428223,2009,High performance liquid chromatography/negative ion electrospray tandem mass spectrometry method for the measurement of hydrochlorothiazide in human plasma: application to a comparative bioavailability study.
82,M Hamidi; MA Shahbazi; K Azimi,,,21193005,0.978132963180542,2011,Bioequivalence evaluation of a triamterene-hydrochlorothiazide generic product: a new bioequivalence index for fixed-dose combinations.
83,R Kreutz; J Bolbrinker; M Huber,,,17163232,0.9773462414741516,2006,Pharmacokinetics of olmesartan medoxomil plus hydrochlorothiazide combination in healthy subjects.
84,D Shao; YF Zhang; Y Zhan; XY Chen; DF Zhong,,,24974472,0.9771209955215454,2014,[Troubleshooting of bioinequivalence of compound valsartan tablets].
85,RM Borkar; MM Bhandi; AP Dubey; PP Nandekar; AT Sangamwar; SK Banerjee; R Srinivas,Cytochrome P450; Drug–drug interaction; Drug–herb interaction; Protein binding; UPLC/ESI/HRMS method,,25459938,0.9766364693641663,2015,"Plasma protein binding, pharmacokinetics, tissue distribution and CYP450 biotransformation studies of fidarestat by ultra high performance liquid chromatography-high resolution mass spectrometry."
86,W Möhrke; H Knauf; E Mutschler,,,9352394,0.9754003882408142,1997,Pharmacokinetics and pharmacodynamics of triamterene and hydrochlorothiazide and their combination in healthy volunteers.
87,A Sigaroudi; M Kinzig; O Wahl; C Stelzer; M Schroeter; U Fuhr; U Holzgrabe; F Sörgel,Blood arachnoid barrier; Blood brain barrier; Blood central nervous system barrier; Blood cerebrospinal fluid barrier; Central nervous system adverse effects; Central nervous system side effects; Neuropharmacokinetics,,29982257,0.9739920496940613,2018,Quantification of Hydrochlorothiazide and Ramipril/Ramiprilate in Blood Serum and Cerebrospinal Fluid: A Pharmacokinetic Assessment of Central Nervous System Adverse Effects.
88,S Ayalasomayajula; T Langenickel; P Pal; S Boggarapu; G Sunkara,Angiotensin receptor–neprilysin inhibitor; Drug–drug interaction; Pharmacokinetics; Sacubitril/valsartan,,28527109,0.9726473689079285,2018,Erratum to: Clinical Pharmacokinetics of Sacubitril/Valsartan (LCZ696): A Novel Angiotensin Receptor-Neprilysin Inhibitor.
89,S Ayalasomayajula; T Langenickel; P Pal; S Boggarapu; G Sunkara,,,28417439,0.9726473689079285,2017,Clinical Pharmacokinetics of Sacubitril/Valsartan (LCZ696): A Novel Angiotensin Receptor-Neprilysin Inhibitor.
90,AY Chao; DR Sanvordeker; J Zagarella; K Mattes; B Nicholova; A Karim,,,993995,0.9720807671546936,1976,In vitro and in vivo availability of spironolactone from oral dosage forms.
91,JH Yan; V Jarugula; R Sabo; CC Papst; J Zhang; WP Dole,,,21659626,0.9717752933502197,2012,Pharmacokinetics and pharmacodynamics of aliskiren/hydrochlorothiazide single-pill combination tablets and free combination of aliskiren and hydrochlorothiazide.
92,JH Jonkman; JJ van Lier; PN van Heiningen; R Lins; R Sennewald; A Högemann,,,9331003,0.966947615146637,1997,Pharmacokinetic drug interaction studies with candesartan cilexetil.
93,J Qin; L Wang; L Wu; J Chen; T Shen; Y Li; L Han; J Wang,LC-MS/MS; TCM; Zhenju antihypertensive compound; clonidine; pharmacokinetics,,25516086,0.9660657644271851,2015,Development of an LC-MS/MS method for determining the pharmacokinetics of clonidine following oral administration of Zhenju antihypertensive compound.
94,AH Karara; V Hanes; A Alonso; P Ni; N Poola; R Silang; H Blode; RA Preston,,,17906162,0.9656434059143066,2007,Pharmacokinetics and pharmacodynamics of drospirenone-estradiol combination hormone therapy product coadministered with hydrochlorothiazide in hypertensive postmenopausal women.
95,D Devineni; D Polidori,,,26041408,0.9635202884674072,2015,"Clinical Pharmacokinetic, Pharmacodynamic, and Drug-Drug Interaction Profile of Canagliflozin, a Sodium-Glucose Co-transporter 2 Inhibitor."
96,VP Shah; JJ Lee; VK Prasad; JP Hunt; BE Cabana,,,6844739,0.9590358734130859,1983,"Thiazides III. Evidence of dose proportionality of hydrochlorothiazide 25, 50 and 100 mg tablets."
97,MB Regazzi; F Farinelli; G Corsico; E Bré; A Rampini,,,3229492,0.9589376449584961,1988,[Evaluation of possible significant pharmacokinetic interactions between butizide and potassium canrenoate in man].
98,SM Asdaq; MN Inamdar,,,19660444,0.958713710308075,2009,The potential for interaction of hydrochlorothiazide with garlic in rats.
99,A Kumar; SP Dwivedi; T Prasad,LC-MS/MS; bioequivalence; hydrochlorothiazide; hypertension; olmesartan; pharmacokinetics,,31396085,0.9581869840621948,2019,Method Validation for Simultaneous Quantification of Olmesartan and Hydrochlorothiazide in Human Plasma Using LC-MS/MS and Its Application Through Bioequivalence Study in Healthy Volunteers.
100,SS Agrawal; A Aggarwal,,,20382272,0.9578633308410645,2010,"Randomised, cross-over, comparative bioavailability trial of matrix type transdermal drug delivery system (TDDS) of carvedilol and hydrochlorothiazide combination in healthy human volunteers: a pilot study."
101,B Xu; Y Wang; H Zhu,,,27004371,0.9576460719108582,2016,Mini-tablet combination for sustained release of clonidine hydrochloride and hydrochlorothiazide: Preparation and pharmacokinetics in beagle dogs.
102,JV Aranda; T Turmen; BI Sasyniuk,,,7398749,0.9575004577636719,1980,Pharmacokinetics of diuretics and methylxanthines in the neonate.
103,VG Kukes; VG Ignat'ev; SS Pavlov; AK Starodubtsev,,,8704605,0.956361711025238,1995,[The pharmacokinetics of different drug forms of nifedipine when used singly and in a course as monotherapy and in combination with Cordanum and triampur preparations in patients with arterial hypertension].
104,GP Kuznetsov; PA Lebedev,,,3712933,0.9562925696372986,1986,[Relation between the hypotensive effect of triampur and its pharmacokinetics in patients with hypertension].
105,OO Ndu; CS Nworu; CO Ehiemere; NC Ndukwe; IS Ochiogu,,,21480802,0.955933690071106,2011,Herb-drug interaction between the extract of Hibiscus sabdariffa L. and hydrochlorothiazide in experimental animals.
106,M Bhateria; R Ramakrishna; SK Puttrevu; R Singh; RS Bhatta,Bacopa monniera; Bacopaside I; Brain-to-plasma ratio; LC–MS/MS; Pharmacokinetics; Tissue distribution,,27017568,0.9554978609085083,2016,Analysis of bacopaside I in biomatrices using liquid chromatography-tandem mass spectrometry: Pharmacokinetics and brain distribution in Swiss-albino mice.
107,AK Sarkar; D Ghosh; A Das; PS Selvan; KV Gowda; U Mandal; A Bose; S Agarwal; U Bhaumik; TK Pal,,,18760977,0.9530139565467834,2008,Simultaneous determination of metoprolol succinate and amlodipine besylate in human plasma by liquid chromatography-tandem mass spectrometry method and its application in bioequivalence study.
108,RA Upton; RL Williams; ET Lin; WL Gee; CD Blume; LZ Benet,,,6533293,0.9525831341743469,1984,Absence of a significant pharmacokinetic interaction between hydrochlorothiazide and triamterene when coadministered.
109,HJ Zeng; R Yang; C Guo; QW Wang; LB Qu; JJ Li,,,21831556,0.9504533410072327,2011,Pharmacokinetic study of six flavones in rat plasma and tissues after oral administration of 'JiangYaBiFeng' using SPE-HPLC-DAD.
110,F Liu; Y Xu; S Gao; J Zhang; Q Guo,,,17560749,0.9475814700126648,2007,Determination of hydrochlorothiazide in human plasma by liquid chromatography/tandem mass spectrometry.
111,HJ Schwarz,,,7102525,0.94578617811203,1982,Pharmacokinetics of pindolol in humans and several animal species.
112,XH Huang; FR Qiu; HT Xie; J Li,,,16306814,0.9455103874206543,2005,Pharmacokinetic and pharmacodynamic interaction between irbesartan and hydrochlorothiazide in renal hypertensive dogs.
113,N Idkaidek; T Arafat,,,22784220,0.9449619650840759,2012,Saliva versus plasma pharmacokinetics: theory and application of a salivary excretion classification system.
114,H Knauf; W Möhrke; E Mutschler; KD Völger,,,7191258,0.9444656372070312,1980,[On the bioavailability of hydrochlorothiazide and triamterene from commercial drugs (author's transl)].
115,MC Salvadori; RF Moreira; BC Borges; MH Andraus; CP Azevedo; RA Moreno; NC Borges,,,19811351,0.9444015622138977,2009,Simultaneous determination of losartan and hydrochlorothiazide in human plasma by LC/MS/MS with electrospray ionization and its application to pharmacokinetics.
116,A Patel; T Shah; G Shah; V Jha; C Ghosh; J Desai; B Khamar; BS Chakraborty,,,20334446,0.9433906674385071,2010,Preservation of bioavailability of ingredients and lack of drug-drug interactions in a novel five-ingredient polypill (polycap): a five-arm phase I crossover trial in healthy volunteers.
117,E Redalieu; KK Chan; V Tipnis; SB Zak; TG Gilleran; WE Wagner; AR LeSher,,,4032251,0.9408715963363647,1985,Kinetics of hydrochlorothiazide absorption in humans.
118,H Rameis; G Hitzenberger; H Horwatitsch,,,7107086,0.9359571933746338,1982,The bioavailability of spironolactone hydrochlorothiazide combination preparation.
119,H Nakahama; Y Orita; M Yamazaki; S Itoh; T Okuda; A Yamaji; Y Miwa; M Yanase; Y Fukuhara; T Kamada,,,3398982,0.9348894953727722,1988,Pharmacokinetic and pharmacodynamic interactions between furosemide and hydrochlorothiazide in nephrotic patients.
120,C Piper; W Cawello; R Bonn; E Weber,,,6684935,0.934272050857544,1983,[Pharmacodynamics and pharmacokinetics of bemetizid in comparison with hydrochlorothiazide. A controlled human pharmacologic study of acute effects].
121,TF Yu,,,978666,0.9329615235328674,1976,Pharmacokinetic and clinical studies of a new uricosuric agent - benzbromarone.
122,RL Williams; RO Davies; RS Berman; GI Holmes; P Huber; WL Gee; ET Lin; LZ Benet,,,7061724,0.9321914315223694,1982,Hydrochlorothiazide pharmacokinetics and pharmacologic effect: the influence of indomethacin.
123,W Huang; Y Yang; W Wen; Y Luo; J Wu; L Xiang; Y Hu; S Xu; S Chen; P Wang,,,31909774,0.9315570592880249,2020,Vanillin enhances the passive transport rate and absorption of drugs with moderate oral bioavailability in vitro and in vivo by affecting the membrane structure.
124,DV Bharathi; KK Hotha; PK Chatki; V Satyanarayana; V Venkateswarlu,,,22651563,0.9302622079849243,2012,LC-MS/MS method for simultaneous estimation of candesartan and hydrochlorothiazide in human plasma and its use in clinical pharmacokinetics.
125,SG Gadepalli; P Deme; M Kuncha; R Sistla,Amlodipine; Exforge HCT; Hydrochlorothiazide; Polypill; Valsartan,,29403906,0.928628146648407,2014,"Simultaneous determination of amlodipine, valsartan and hydrochlorothiazide by LC-ESI-MS/MS and its application to pharmacokinetics in rats."
126,JL Pool; RM Guthrie; TW Littlejohn; P Raskin; AM Shephard; MA Weber; MR Weir; TW Wilson; J Wright; KB Kassler-Taub; RA Reeves,,,9607385,0.9269701242446899,1998,Dose-related antihypertensive effects of irbesartan in patients with mild-to-moderate hypertension.
127,M Kraml; J Dubuc; D Dvornik; S Patterson-Kreuscher; H Perdue; TY Lee; J Mullane,,,7082779,0.9259329438209534,1982,Biopharmaceutical characteristics of a new propranolol/hydrochlorothiazide tablet combination.
128,A Roeckel; A Heidland,,,6994769,0.924856424331665,1980,Acute and chronic renal effects of guanfacine in essential and renal hypertension.
129,H Jeon; KS Lim; KH Shin; J Kim; SH Yoon; JY Cho; SG Shin; IJ Jang; KS Yu,,,21934629,0.9242235422134399,2012,Assessment of the drug-drug interactions between fimasartan and hydrochlorothiazide in healthy volunteers.
130,B Beermann; M Groschinsky-Grind; B Lindstrom,,,576856,0.9233883023262024,1977,Bioavailability of two hydrochlorothiazide preparations.
131,KR Hande,,,3752167,0.9225472807884216,1986,Evaluation of a thiazide-allopurinol drug interaction.
132,EY Sung; MP Moore; H Lunt; M Doogue; M Zhang; EJ Begg,,,18823300,0.9187242388725281,2009,Do thiazide diuretics alter the pharmacokinetics of metformin in patients with type 2 diabetes already established on metformin?
133,S Vaidyanathan; V Jarugula; HA Dieterich; D Howard; WP Dole,,,18611061,0.9167484641075134,2008,Clinical pharmacokinetics and pharmacodynamics of aliskiren.
134,Y Zou; X Chen; B Song; D Zhong,,,17258943,0.9131724238395691,2007,Determination of misoprostol acid in human plasma by liquid chromatography coupled to tandem mass spectrometry.
135,RR Tjandrawinata; E Setiawati; DA Yunaidi; ID Santoso; A Setiawati; LW Susanto,,,23539427,0.9125633239746094,2013,Bioequivalence study of 2 formulations of film-coated tablets containing a fixed dose combination of bisoprolol fumarate 5 mg and hydrochlorothiazide 6.25 mg in healthy subjects.
136,B Beermann; M Groschinsky-Grind,,,590315,0.9120365977287292,1977,Pharmacokinetics of hydrochlorothiazide in man.
137,JX de Vries; A Voss; A Ittensohn; I Walter-Sack; W Löffler; R Landthaler; N Zöllner,,,7711419,0.9113107323646545,1994,"Interaction of allopurinol and hydrochlorothiazide during prolonged oral administration of both drugs in normal subjects. II. Kinetics of allopurinol, oxipurinol, and hydrochlorothiazide."
138,AM Arroyo; TA Walroth; JB Mowry; LW Kao,,,19433973,0.9041846394538879,2010,The MALAdy of metformin poisoning: Is CVVH the cure?
139,A Karim,,,363379,0.9033729434013367,1978,"Spironolactone: disposition, metabolism, pharmacodynamics, and bioavailability."
140,DS Jain; G Subbaiah; M Sanyal; VK Jain; P Shrivastav,,,17080507,0.9027602672576904,2007,A rapid and specific approach for direct measurement of pravastatin concentration in plasma by LC-MS/MS employing solid-phase extraction.
141,K Felder; HE Geissler; S Hiemstra; E Mutschler; M Schäfer; E Ziegler,,,543886,0.8999109268188477,1979,"Pharmacokinetics of a fixed combination with propranolol, hydrochlorothiazide and triamterene."
142,N Idkaidek; H Agha; T Arafat,,,28847023,0.8994905352592468,2018,Saliva versus Plasma Bioequivalence of Valsartan/Hydrochlorothiazide in Humans: Validation of Classes II and IV Drugs of the Salivary Excretion Classification System.
143,T Takubo; H Okada; M Ishii; K Hara; Y Ishii,,,15171930,0.8974979519844055,2004,Sensitive and selective liquid chromatography-electrospray ionization tandem mass spectrometry analysis of hydrochlorothiazide in rat plasma.
144,R Neves; S Almeida; A Filipe; AC Spínola; Z Abolfathi; M Yritia; J Ortuño,,,18807576,0.8961611390113831,2008,Bioequivalence study of two different film-coated tablet formulations of losartan-hydrochlorothiazide in healthy volunteers.
145,PA Thürmann,,,11249553,0.8898571133613586,2000,Valsartan: a novel angiotensin type 1 receptor antagonist.
146,R Zheng; HM Hwang; BH Kim,,,27180444,0.8853583931922913,2016,COMPARATIVE BIOAVAILABILITY OF A FIXED-DOSE COMBINATION TABLET OF OLMESARTAN MEDOXOMIL/HYDROCHLOROTHIAZIDE IN HEALTHY KOREAN VOLUNTEERS.
147,F Lignet; E Sherbetjian; N Kratochwil; R Jones; C Suenderhauf; MB Otteneder; T Singer; N Parrott,in silico; metabolism; minipig; pharmacokinetics,,27469324,0.8813590407371521,2016,Characterization of Pharmacokinetics in the Göttingen Minipig with Reference Human Drugs: An In Vitro and In Vivo Approach.
148,T Yan; H Li; L Deng; Y Guo; W Yu; JP Fawcett; D Zhang; Y Cui; J Gu,,,18838240,0.8786059617996216,2008,Liquid chromatographic-tandem mass spectrometric method for the simultaneous quantitation of telmisartan and hydrochlorothiazide in human plasma.
149,GG Belz; K Breithaupt; K Erb,,,7898090,0.8760576844215393,1994,Review of studies on the clinical pharmacodynamics of cilazapril.
150,VP Shah; MA Walker; VK Prasad; J Lin; G Knapp; BE Cabana,,,6704502,0.8733168840408325,1984,Preliminary observations on dissolution and bioavailability of triamterene-hydrochlorothiazide combination products.
151,H Takahashi; Y Watanabe; H Shimamura; K Sugito,,,4032271,0.8721784353256226,1985,Effects of magnesium oxide on trichlormethiazide bioavailability.
152,VG Kukes; VI Ignat'ev; AP Kurapov; SS Pavlov; AS Rumiantsev; VV Chil'tsov,,,7756964,0.8620613813400269,1994,[A pharmacokinetic study of korinfar-retard in monotherapy and in combination with cordanum and triampur in patients with arterial hypertension].
153,E Keller; U Sulzer; M Brennes; P Schollmeyer; G Hoppe-Seyler,,,7311392,0.8495551943778992,1981,Disposition of hydrochlorothiazide (Hct) during phenytoin (Ph) treatment.
154,P Sarafidis; Z Bogojevic; E Basta; E Kirstner; GL Bakris,,,18259123,0.8431506752967834,2008,Comparative efficacy of two different beta-blockers on 24-hour blood pressure control.
155,W De Jaeghere; T De Beer; J Van Bocxlaer; JP Remon; C Vervaet,Hot-melt extrusion; Immediate release; Oral drug delivery; Polyvinyl alcohol; Supersaturation,,26160667,0.839802622795105,2015,Hot-melt extrusion of polyvinyl alcohol for oral immediate release applications.
156,H Li; Y Wang; Y Jiang; Y Tang; J Wang; L Zhao; J Gu,,,17331816,0.8263023495674133,2007,A liquid chromatography/tandem mass spectrometry method for the simultaneous quantification of valsartan and hydrochlorothiazide in human plasma.
157,RL Williams; ET Lin; W Liang-Gee; CD Blume; LZ Benet,,,2328310,0.8244249820709229,1990,Absorption and disposition of a new low-dose combination formulation of hydrochlorothiazide and triamterene.
158,E Ripley; K King; DA Sica,,,10701815,0.8203715682029724,2000,Racial differences in response to acute dosing with hydrochlorothiazide.
159,J Malý; O Schück,,,2258255,0.8157321214675903,1990,The influence of benzbromarone and its combination with hydrochlorothiazide on renal excretion of uric acid and electrolytes.
160,F Kolocouri; Y Dotsikas; C Apostolou; C Kousoulos; YL Loukas,,,17119933,0.8126137256622314,2007,"Simultaneous determination of losartan, EXP-3174 and hydrochlorothiazide in plasma via fully automated 96-well-format-based solid-phase extraction and liquid chromatography-negative electrospray tandem mass spectrometry."
161,R Koytchev; Y Ozalp; A Erenmemisoglu; MJ van der Meer; RS Alpan,,,15497668,0.808200478553772,2004,Effect of the combination of lisinopril and hydrochlorothiazide on the bioequivalence of tablet formulations.
162,LX Yu; AB Straughn; PJ Faustino; Y Yang; A Parekh; AB Ciavarella; E Asafu-Adjaye; MU Mehta; DP Conner; LJ Lesko; AS Hussain,,,16026005,0.807192862033844,2004,The effect of food on the relative bioavailability of rapidly dissolving immediate-release solid oral products containing highly soluble drugs.
163,RL Williams; MD Thornhill; RA Upton; C Blume; TS Clark; E Lin; LZ Benet,,,3731685,0.8012710213661194,1986,Absorption and disposition of two combination formulations of hydrochlorothiazide and triamterene: influence of age and renal function.
164,CA Chidsey,,,4150270,0.8010428547859192,1973,"Clinical and pharmacokinetic studies of minoxidil, a new antihypertensive agent."
165,AK Pandey; N Shafiq; RK Bhandari; IIG Rather; N Kaur; A Bhatia; S Sharma; S Malhotra,,,32371763,0.8009111285209656,2020,Pharmacokinetic and pharmacodynamic evaluation of nano-fixed dose combination for hypertension.
166,JH Nodine; KN Modi; M Rhodes; V Paz-Martinez; L Ibarra; RJ Santos,,,4695381,0.7975388765335083,1973,Pharmacodynamics and pharmacokinetics of isosorbide in man.
167,F Gao; M Zhang; X Cui; Z Wang; Y Sun; J Gu,,,20079994,0.7946028709411621,2010,Simultaneous quantitation of hydrochlorothiazide and metoprolol in human plasma by liquid chromatography-tandem mass spectrometry.
168,J Herman; JP Remon; R Lefebvre; M Bogaert; GH Klinger; JB Schwartz,,,2899142,0.7921183705329895,1988,The dissolution rate and bioavailability of hydrochlorothiazide in pellet formulations.
169,C Reppas; G Eleftheriou; P Macheras; M Symillides; D Greenwood; JB Dressman,,,9840214,0.7891687154769897,1998,The effect of HPMC--a cholesterol-lowering agent--on oral drug absorption in dogs.
170,B Beermann; M Groschinsky-Grind; A Rosén,,,1277708,0.7888330817222595,1976,"Absorption, metabolism, and excretion of hydrochlorothiazide."
171,V Anuta; C Mircioiu; V Voicu; I Mircioiu; R Sandulovici,CPT absorption; Modeling the absorption rate; diffusion equation; release from reservoirs; square root law of absorption,,34355621,0.7888121604919434,2021,Square root law model for the delivery and intestinal absorption of drugs: a case of hydrophilic captopril.
172,HJ Weimann; G Pabst; W Weber,,,1425882,0.7887000441551208,1992,Lack of pharmacokinetic interaction between moxonidine and hydrochlorothiazide.
173,TM Chen; WL Chiou,,,1551742,0.7873266935348511,1992,Large differences in the biological half-life and volume of distribution of hydrochlorothiazide in normal subjects from eleven studies. Correlation with their last blood sampling times.
174,MTR Chikukwa; RB Walker; SMM Khamanga,captopril; emulsion solvent evaporation; hydrochlorothiazide; microparticles; paediatric; sustained release,,32751409,0.7861464023590088,2020,Formulation and Characterisation of a Combination Captopril and Hydrochlorothiazide Microparticulate Dosage Form.
175,B Patel; AG Jangid; BN Suhagia; N Desai,,,29897424,0.7709644436836243,2018,Challenges in Simultaneous Determination of Hydrochlorothiazide and Ramipril in Human Plasma: Application to a Bioequivalence Study.
176,NV Ramakrishna; KN Vishwottam; S Manoj; M Koteshwara; S Wishu; DP Varma,,,15856489,0.761478841304779,2005,Sensitive liquid chromatography-tandem mass spectrometry method for quantification of hydrochlorothiazide in human plasma.
177,F Deget; RN Brogden,,,1712710,0.7611013650894165,1991,"Cilazapril. A review of its pharmacodynamic and pharmacokinetic properties, and therapeutic potential in cardiovascular disease."
178,DY Ng; SL Stocker; GG Graham; KM Williams; RO Day,,,21181139,0.7609455585479736,2011,Lack of effect of hydrochlorothiazide and low-dose aspirin on the renal clearance of urate and oxypurinol after a single dose of allopurinol in normal volunteers.
179,DM Bovée; WJ Visser; I Middel; A De Mik-van Egmond; R Greupink; R Masereeuw; FGM Russel; AHJ Danser; R Zietse; EJ Hoorn,chronic kidney disease; clinical hypertension; clinical trial; diuretics; pharmacokinetics; water-electrolyte balance,,31996411,0.7573160529136658,2020,A Randomized Trial of Distal Diuretics versus Dietary Sodium Restriction for Hypertension in Chronic Kidney Disease.
180,B Westendorp; RG Schoemaker; WH van Gilst; DJ van Veldhuisen; H Buikema,,,16310764,0.7561411261558533,2005,Hydrochlorothiazide increases plasma or tissue angiotensin-converting enzyme-inhibitor drug levels in rats with myocardial infarction: differential effects on lisinopril and zofenopril.
