study	name	time	time_end	time_unit	route	application	measurement_type	form	substance	value	unit	comments
Beermann1977a	Placebo	0	NA	hr	oral	single dose	dosing	tablet	hydrochlorothiazide	0.0	mg	NA
Beermann1977a	HCTZ12_5	0	NA	hr	oral	single dose	dosing	tablet	hydrochlorothiazide	12.5	mg	NA
Beermann1977a	HCTZ25	0	NA	hr	oral	single dose	dosing	tablet	hydrochlorothiazide	25.0	mg	NA
Beermann1977a	HCTZ50	0	NA	hr	oral	single dose	dosing	tablet	hydrochlorothiazide	50.0	mg	NA
Beermann1977a	HCTZ75	0	NA	hr	oral	single dose	dosing	tablet	hydrochlorothiazide	75.0	mg	NA
