study	individual	group	count	intervention	label	time	time_unit	x_measurement_type	x_substance	x_tissue	x_method	x_label	x_value	x	x_unit	y_measurement_type	y_substance	y_tissue	y_method	y_label	y_value	y	mean_pm	sd	y_unit	comments
Beermann1977a	NA	all	8	HCTZ12_5	NA	9	hr	dosing	hydrochlorothiazide	NA	NR	NA	NA	12.5	mg	auc_end	hydrochlorothiazide	plasma	G-L C	NA	NA	345.730401749741	485.502474962587	139.772073212846	ng/ml*hr	NA
Beermann1977a	NA	all	8	HCTZ25	NA	9	hr	dosing	hydrochlorothiazide	NA	NR	NA	NA	25.0	mg	auc_end	hydrochlorothiazide	plasma	G-L C	NA	NA	607.551513756187	882.818003913894	275.266490157707	ng/ml*hr	NA
Beermann1977a	NA	all	8	HCTZ50	NA	9	hr	dosing	hydrochlorothiazide	NA	NR	NA	NA	50.0	mg	auc_end	hydrochlorothiazide	plasma	G-L C	NA	NA	1243.05744215494	1795.74076205824	552.6833199033	ng/ml*hr	NA
Beermann1977a	NA	all	8	HCTZ75	NA	9	hr	dosing	hydrochlorothiazide	NA	NR	NA	NA	75.0	mg	auc_end	hydrochlorothiazide	plasma	G-L C	NA	NA	1865.63831011856	2130.13007942903	264.49176931047	ng/ml*hr	NA
