study	individual	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	value	mean	mean_pm	mean_sd	mean_se	comments	mean_unit	value_unit
Nilsen1989		volunteers	9.0	HCTZ25	excretion rate	hydrochlorothiazide	urine	NR	excretion_hctz25	0.5	hr		7.41901431067317e-10				calculated from Fig4 and Fig5	mole/second	mg/hr
Nilsen1989		volunteers	9.0	HCTZ25	excretion rate	hydrochlorothiazide	urine	NR	excretion_hctz25	1.5	hr		2.935272014079722e-09				calculated from Fig4 and Fig5	mole/second	mg/hr
Nilsen1989		volunteers	9.0	HCTZ25	excretion rate	hydrochlorothiazide	urine	NR	excretion_hctz25	3.0	hr		2.5143638271282236e-09				calculated from Fig4 and Fig5	mole/second	mg/hr
Nilsen1989		volunteers	9.0	HCTZ25	excretion rate	hydrochlorothiazide	urine	NR	excretion_hctz25	6.0	hr		9.766778519940189e-10				calculated from Fig4 and Fig5	mole/second	mg/hr
Nilsen1989		volunteers	9.0	HCTZ25	excretion rate	hydrochlorothiazide	urine	NR	excretion_hctz25	16.0	hr		2.3081235544694135e-10				calculated from Fig4 and Fig5	mole/second	mg/hr
