study	name	time	time_end	time_unit	route	application	measurement_type	form	substance	value	unit	comments
Niopas2011	ENA20	0	NA	hr	oral	single dose	dosing	tablet	enalapril maleate	20.0	mg	Penopril; test
Niopas2011	HCTZ12.5	0	NA	hr	oral	single dose	dosing	tablet	hydrochlorothiazide	12.5	mg	Penopril; test
Niopas2011	REF20	0	NA	hr	oral	single dose	dosing	tablet	enalapril maleate	20.0	mg	reference
