study	name	time	time_end	time_unit	route	application	measurement_type	form	substance	value	unit	comments
Howes1991	ENA10	0	96	hr	oral	single dose	dosing	tablet	enalapril	10	mg	separate or as combination tablet with hctz
Howes1991	HCTZ25	0	96	hr	oral	single dose	dosing	tablet	hydrochlorothiazide	25	mg	separate or as combination tablet with enalapril
