run	success	duration	cost	vin_nacl	E50_hctz_na	E50_hctz_cl	E50_hctz_h2o	message	x	x0
68	True	35.17057132720947	3344.500558869751	0.09218491502645276	0.0006884061501025768	0.0005363664092606548	0.0006236904646602116	`xtol` termination condition is satisfied.	[0.09218492 0.00068841 0.00053637 0.00062369]	[1.21138235e-01 1.37906381e-06 4.02278195e-05 1.60072106e-03]
94	True	12.964279651641846	3344.514157947822	0.09211821944442701	0.0006899960327434843	0.0005363026305770746	0.0006231326544547798	`xtol` termination condition is satisfied.	[0.09211822 0.00069    0.0005363  0.00062313]	[1.71724711e-01 6.23600943e-05 1.97790229e-05 3.74599841e-03]
81	True	30.39645481109619	3344.518322205288	0.09206548091354738	0.0006905127696487356	0.0005360268335425873	0.0006222673292013561	`xtol` termination condition is satisfied.	[0.09206548 0.00069051 0.00053603 0.00062227]	[7.36758716e-02 6.39305374e-05 2.24612958e-05 2.62312359e-06]
50	True	20.222153186798096	3344.528426125102	0.09211126579591968	0.0006910468443242412	0.0005363064295424026	0.0006224262906380521	`xtol` termination condition is satisfied.	[0.09211127 0.00069105 0.00053631 0.00062243]	[1.51780921e-01 7.65874820e-06 9.74129450e-05 6.17024701e-05]
14	True	21.563300132751465	3344.5372542435302	0.09205502746869489	0.0006822895380278112	0.0005327735317562155	0.000624609985159843	`xtol` termination condition is satisfied.	[0.09205503 0.00068229 0.00053277 0.00062461]	[5.28439444e-02 7.13763977e-06 1.67669285e-04 5.59005312e-05]
39	True	18.338685274124146	3344.5376855298773	0.09211453185402155	0.00069128315045535	0.0005367250837364477	0.0006218874378801693	`xtol` termination condition is satisfied.	[0.09211453 0.00069128 0.00053673 0.00062189]	[0.16726389 0.0004058  0.00063581 0.00201756]
32	True	40.52536153793335	3344.538883494958	0.09195516360818405	0.0006711603407643146	0.0005281633291349619	0.0006257755508986301	`xtol` termination condition is satisfied.	[0.09195516 0.00067116 0.00052816 0.00062578]	[1.14796460e-02 2.55603430e-05 1.76263416e-05 1.39171307e-05]
10	True	40.3173189163208	3344.5393749021982	0.0921578609100177	0.0006924465843798085	0.0005369579728441053	0.0006225371157166516	`xtol` termination condition is satisfied.	[0.09215786 0.00069245 0.00053696 0.00062254]	[1.46180147e-02 2.51698781e-06 7.13118824e-06 1.86029699e-06]
79	True	55.05805277824402	3344.5402633126296	0.09196464338263487	0.0006835185246127216	0.0005329593673744248	0.0006237519531749616	`xtol` termination condition is satisfied.	[0.09196464 0.00068352 0.00053296 0.00062375]	[1.24303692e-02 3.15529885e-03 1.74137001e-06 4.82584762e-06]
51	True	21.29269313812256	3344.5418609711214	0.09205331379766314	0.0006851493048730638	0.0005307047677752813	0.0006222063673134825	`xtol` termination condition is satisfied.	[0.09205331 0.00068515 0.0005307  0.00062221]	[3.11108837e-02 5.20893620e-05 3.19278088e-04 6.75879062e-06]
91	True	24.685059547424316	3344.5424412201623	0.0921130483894334	0.0006912839682166369	0.0005365449175459072	0.0006222605959254131	`xtol` termination condition is satisfied.	[0.09211305 0.00069128 0.00053654 0.00062226]	[0.07957928 0.00034023 0.00126079 0.00511091]
25	True	30.38169527053833	3344.543664019219	0.09212545592045589	0.0006914274365124446	0.0005366073028349583	0.0006225715626477946	`xtol` termination condition is satisfied.	[0.09212546 0.00069143 0.00053661 0.00062257]	[2.90425825e-02 2.59070124e-06 1.37536494e-04 6.99775375e-03]
74	True	50.09002614021301	3344.5439616230406	0.0918515357720555	0.0006819367265783969	0.0005328278501466227	0.0006240257699595539	`xtol` termination condition is satisfied.	[0.09185154 0.00068194 0.00053283 0.00062403]	[5.16978392e-02 2.94824893e-06 4.88165204e-06 7.17277832e-05]
71	True	32.77644109725952	3344.544351220309	0.09217070281330991	0.0006920888138795285	0.0005370186414472984	0.0006227361207170279	`xtol` termination condition is satisfied.	[0.0921707  0.00069209 0.00053702 0.00062274]	[9.94630267e-02 7.50295360e-06 5.83634980e-03 8.22542952e-03]
20	True	23.68823480606079	3344.544843860152	0.0920224776741519	0.0006776525853606753	0.0005301792194554377	0.000625531391107318	`xtol` termination condition is satisfied.	[0.09202248 0.00067765 0.00053018 0.00062553]	[0.01306063 0.00010191 0.00156526 0.00202881]
48	True	13.055175065994263	3344.545057643552	0.09208039660265618	0.00068482854208593	0.0005338351944837088	0.0006234384168685748	`xtol` termination condition is satisfied.	[0.0920804  0.00068483 0.00053384 0.00062344]	[1.56013167e-02 1.32374319e-04 9.02085192e-05 1.03187660e-04]
34	True	34.19390392303467	3344.5462461031834	0.09183490291028602	0.000686364659563284	0.0005339938972040033	0.0006184985701398895	`xtol` termination condition is satisfied.	[0.0918349  0.00068636 0.00053399 0.0006185 ]	[1.93402902e-01 4.17325433e-04 5.65431668e-05 4.12152995e-06]
13	True	33.57705879211426	3344.5486800063477	0.09209940075813973	0.000691724329123178	0.0005367908546831182	0.0006215497757481492	`xtol` termination condition is satisfied.	[0.0920994  0.00069172 0.00053679 0.00062155]	[1.60128578e-01 2.60757652e-04 5.66090462e-04 5.48870320e-06]
19	True	27.02122974395752	3344.5504248523316	0.0921011333673992	0.0006900536973065057	0.0005360125573850866	0.0006230827012688287	`xtol` termination condition is satisfied.	[0.09210113 0.00069005 0.00053601 0.00062308]	[2.72108064e-02 6.30272003e-04 4.18066939e-06 1.28889368e-05]
76	True	38.34196376800537	3344.5511513105084	0.09213289849756698	0.000691380435114692	0.0005368424252278215	0.0006223468024521096	`xtol` termination condition is satisfied.	[0.0921329  0.00069138 0.00053684 0.00062235]	[2.49611378e-02 2.30335845e-06 1.60506340e-03 3.43579484e-03]
72	True	40.09614396095276	3344.552929850122	0.09208919166202417	0.0006806314753931277	0.0005351354882129417	0.0006208495925060812	`xtol` termination condition is satisfied.	[0.09208919 0.00068063 0.00053514 0.00062085]	[1.12847839e-02 5.08792378e-03 5.11675387e-04 1.76605859e-06]
