study	individual	group	count	intervention	time	time_unit	x_measurement_type	x_substance	x_tissue	x_method	x_label	x_value	x	x_unit	y_measurement_type	y_substance	y_tissue	y_method	y_label	y_value	y	y_unit	comments
Williams1982		all	10.0	HCTZ100	1.0	hr	excretion rate	hydrochlorothiazide	urine	HPLC	excretion_hctz100		4.606953154203196e-09	mole/second	excretion rate	chloride	urine	colorimetric assay	chlor_hctz100		74.2918876448634	mmol/hr	0-2
Williams1982		all	10.0	HCTZ100	3.0	hr	excretion rate	hydrochlorothiazide	urine	HPLC	excretion_hctz100		6.311585112804771e-09	mole/second	excretion rate	chloride	urine	colorimetric assay	chlor_hctz100		84.7947358082891	mmol/hr	2-4
Williams1982		all	10.0	HCTZ100	5.0	hr	excretion rate	hydrochlorothiazide	urine	HPLC	excretion_hctz100		4.251203875886351e-09	mole/second	excretion rate	chloride	urine	colorimetric assay	chlor_hctz100		67.6104890984089	mmol/hr	4-6
Williams1982		all	10.0	HCTZ100	7.0	hr	excretion rate	hydrochlorothiazide	urine	HPLC	excretion_hctz100		2.768915216232813e-09	mole/second	excretion rate	chloride	urine	colorimetric assay	chlor_hctz100		68.7271655863288	mmol/hr	6-8
Williams1982		all	10.0	HCTZ100	10.0	hr	excretion rate	hydrochlorothiazide	urine	HPLC	excretion_hctz100		1.2718036699827286e-09	mole/second	excretion rate	chloride	urine	colorimetric assay	chlor_hctz100		42.1292476920055	mmol/hr	8-12
Williams1982		all	10.0	HCTZ100	18.0	hr	excretion rate	hydrochlorothiazide	urine	HPLC	excretion_hctz100		6.640653195247844e-10	mole/second	excretion rate	chloride	urine	colorimetric assay	chlor_hctz100		21.4692594775093	mmol/hr	12-24
