study	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	mean	median	min	max	sd	se	cv	unit	comments
Devineni2014	all	28.0	CAN300	renal threshold	canagliflozin	urine	LC MS/MS	glucose_renal_threshold_CAN300	24.0	hr	3.22	NA	NA	NA	NA	NA	NA	mmol/l	NA
Devineni2014	all	28.0	CAN300	cumulative amount	glucose	urine	LC MS/MS	glucose_cumulative_amount_CAN300	0.0	hr	0.0	NA	NA	NA	NA	NA	NA	g	NA
Devineni2014	all	28.0	CAN300	cumulative amount	glucose	urine	LC MS/MS	glucose_cumulative_amount_CAN300	24.0	hr	42.34	NA	NA	NA	NA	NA	NA	g	NA
Devineni2014	all	28.0	CAN300, HCTZ25	renal threshold	canagliflozin	urine	LC MS/MS	glucose_renal_threshold_CAN300_HCTZ25	24.0	hr	3.48	NA	NA	NA	NA	NA	NA	mmol/l	NA
Devineni2014	all	28.0	CAN300, HCTZ25	cumulative amount	glucose	urine	LC MS/MS	glucose_cumulative_amount_CAN300_HCTZ25	0.0	hr	0.0	NA	NA	NA	NA	NA	NA	g	NA
Devineni2014	all	28.0	CAN300, HCTZ25	cumulative amount	glucose	urine	LC MS/MS	glucose_cumulative_amount_CAN300_HCTZ25	24.0	hr	41.34	NA	NA	NA	NA	NA	NA	g	NA
