study	name	time	time_end	time_unit	route	application	measurement_type	form	substance	value	unit	comments
Devineni2014	CAN300	S-6T1R7	NA	day	oral	multiple dose	dosing	tablet	canagliflozin	300	mg	NA
Devineni2014	HCTZ25	S-27T1R28	NA	day	oral	multiple dose	dosing	tablet	hydrochlorothiazide	25	mg	NA
